Food Name,Sugar,Fat,Sodium,class_name,subclass_name,nova,octagons
Floydeez Popcorn Caramel,27g,18g,,SWEET AND SAVOURY SNACKS,POPCORN,Ultra-processed foods,2
Floydeez Crunchy Coconut Popcorn,34g,24g,0.133g,SWEET AND SAVOURY SNACKS,POPCORN,Ultra-processed foods,2
Floydeez Popcorn Limited Edition,,,,SWEET AND SAVOURY SNACKS,POPCORN,Ultra-processed foods,0
Jimcy Popcorn,,,,SWEET AND SAVOURY SNACKS,POPCORN,Processed foods,0
Milya s Caramel Popcorn,,3.67g,0.2g,SWEET AND SAVOURY SNACKS,POPCORN,Ultra-processed foods,0
Milya s Tutti Frutti Flavoured Popcorn,38g,11.5g,,SWEET AND SAVOURY SNACKS,POPCORN,Ultra-processed foods,2
Carrefour Pop Croc Pocket Chocolate,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Floydeez Chocolate Popcorn,27g,18g,,SWEET AND SAVOURY SNACKS,POPCORN,Ultra-processed foods,2
Kudos Salted Popcorn,,8.1g,0.5g,SWEET AND SAVOURY SNACKS,POPCORN,Ultra-processed foods,2
American Garden Popcorn Butter,,8g,0.32g,SWEET AND SAVOURY SNACKS,POPCORN,Ultra-processed foods,2
Milya s Tuttifrutti Flavoured Popcorn,38g,11.5g,,SWEET AND SAVOURY SNACKS,POPCORN,Ultra-processed foods,2
NuVita Bravo G Glucose Biscuits,,15g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
NuVita Vitamilk Milky Biscuits,9g,7.5g,0.05g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Manji Glucose Biscuit,,15g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
NuVita Choco Biscuits,,25g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Treatos Glucose Biscuits,18.4g,14.11g,0.0003g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Treatos Milk Biscuits,18.4g,14.52g,0.0002g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
NuVita Energy glucose Biscuits,,15g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
NuVita Energy Honey Biscuits,25.7g,26.4g,0.36g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,3
Treatos Ginger Snap Biscuits,19.92g,0g,0.0005g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Parle Nice Coconut Biscuits,,16.9g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Parle Milk Power Biscuits,0g,14g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
NuVita Family Biscuits,,15.9g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Parle G Original Glucose Biscuits,,12.9g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Sunveat Family Bite Original Biscuits,22g,12g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
NuVita Family Orange Biscuits,20.9g,13.7g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Manji Marie Classic Biscuits,0g,17g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Sunveat Koko Coffee,,9g,,COFFEE,COFFEE - UNSWEETENED WITHOUT MILK,Processed foods,1
Yego Marie Biscuits,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
NuVita Breaktime Biscuits,0g,28g,0.364g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Yego Shortcake Biscuits,,13.42g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Golden Marie Biscuits,21.9g,10.7g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
NuVita Breaktime Coconut Biscuits,8g,32g,0.671g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,3
Sunveat Lemon Delight Tea Biscuits,,16.9g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
NuVita Crunchy ginger Biscuits,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
NuVita Marie Biscuits,19.8g,13.5g,0.257g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Manji Classic Real Ginger Cookies,,,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Manji High Energy Honey And Chocolate Biscuit,12g,8g,0.17g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Manji High Energy Egg And Milk Biscuit,0g,15g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Manji Gingernut Biscuit,,2g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Manji Nice Coconut Biscuit,0g,4g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
NuVita Tea Biscuits,8g,32g,0.671g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,3
Manji Marie Biscuits,0g,17g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Manji Family Biscuits,0g,4g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Parle Hide Seek Bourbon Cream Sandwich Biscuits,41.3g,15.9g,0.106g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Parle Krackjack Biscuits,18.5g,21.4g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Britannia Little Heart Biscuits,24.5g,20g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
PARLE MONACO CLASSIC BISCUITS,7.7g,21g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Manji Shortcake Biscuit,2g,2g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
NuVita Butter Bites Biscuits,,25g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Yego Glucose,,15g,,CANDY AND CONFECTIONERY,GLUCOSE,Processed foods,1
Manji Milkstar Milk Biscuit With Glucose,0g,6g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Britannia Good Day Pista Almond Cookies,23.53g,23.53g,0.00031g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
Parle Hide Seek Black Bourbon Vanilla Sandwich Biscuits,45g,17g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Golden Family Tea Biscuit,,4g,0.105g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Sunveat Real Coconut Cookies,,16.9g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
GOLDEN FAMILY TEA BISCUITS,,4g,0.105g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Tiffany Every Day Marie Tea Biscuits,19.8g,13.5g,0.257g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
LU BAKERI CLASSIC BISCUIT,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Golden Coco Nice Biscuits,,16.9g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Golden Ginger Snaps Biscuits,34.2g,18.4g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
NuVita Sunbix Malty Shortcake,,13.42g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Ubisco Nice Biscuits,6g,7g,0.055g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Sunveat Original Family Biscuits,22g,12g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Sunveat Family Chocolate Biscuits,22g,12g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Britannia Pure Magic Chocolush Biscuits,34g,28g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Britannia Toastea Suji Rusk Toast,23g,8.3g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
NuVita Westbury39S Original Coconut Biscuits,19g,17g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Britannia Good Day Chocochip Cookies,10g,7g,0.131g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
Oreo Golden Biscuits,37.9g,19.7g,0.42g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,3
Parle Sweet And Salty Krack Jack Biscuits,19.6g,19.9g,0.371g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,3
Manji Nice Biscuit,0g,4g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Britannia Toastea Milk Rusk Toast,22g,15.8g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Britannia Toastea Wheat Rusk Toast,8.5g,,0.065g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Manji Treat Cashew Cookies,22g,18g,0.3g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,3
Bakers Original Topper Vanilla Cream Biscuits,,2.6g,0.032g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Manji Treat Milk Chocolate Cookies,,25g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
NuVita Shortbread ginger Biscuits,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
NuVita Shortbread Regular Biscuits,3g,5g,0.05g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
NuVita Shortbread Choco Chip Biscuits,25.7g,27.6g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Manji Shortbread Biscuits,18g,27.5g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Manji Biscuits Chocolate,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Carrefour Galette Coconut Biscuits,30g,20g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Bakers Choc o break Biscuits,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Bakers Tennis Double Biscuits Cream,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Manji Morning Breeze Biscuits,16g,1g,0.035g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Honeycomb Cookies Ginger,0g,1g,0g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Bakers Blue Label Marie Biscuits,21.7g,9.5g,0.377g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,3
Mcvitie s Marie Finger Biscuits,20.7g,14.3g,0.016g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Highland Scottish Petticoat Tails Shortbread,16.4g,25.7g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
NuVita Nice,0g,4g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Sunveat Short Cake Biscuits,48.5g,14.2g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Sunveat Assorted Classic Biscuits,22g,12g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Manji Nice Biscuits With Coconut Budget,0g,4g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Golden Delicious Shortcake Biscuits,48.5g,14.2g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Golden Nice Coconut Biscuits,30.5g,15g,0.016g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Bakers Original Romany Creams Mint Chocolate Coconut Biscuits,29.5g,25.6g,0.479g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,3
Golden Scotch Short Cake Biscuit,7g,5g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Highland Speciality Shortbread Assortment,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
NuVita Shortcake Biscuits,,13.42g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Carrefour Russian Cigarette Biscuit,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Carrefour Petit Beurre Biscuit,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Manji Ginger Snaps Biscuits,0g,2g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
MANJI BISCUITS ASSORTED BUDGET1K,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Bakers Classic Romany Creams Chocolate Biscuits,33.8g,21.3g,0.466g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,3
Jacobsens Christmas Caramel Chocolate Cookies,,,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Jacobsens M P Choc Chip Cookies,,,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Walkers Milk White And Dark Chocolate Classics,58g,23.1g,0.09g,CHOCOLATE,CHOCOLATE,Ultra-processed foods,2
Jacobsens Christmas Tins Assorted,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Cadbury Heroes Chocolate,57g,23g,,CHOCOLATE,CHOCOLATE,Ultra-processed foods,2
Mars Celebrations Chocolate,55g,24g,,CANDY AND CONFECTIONERY,CHOCOLATE,Ultra-processed foods,2
Nestle Quality Street Chocolate,58g,20.7g,,CHOCOLATE,CHOCOLATE,Ultra-processed foods,2
Yego Nice Biscuits,,13.42g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
NuVita Sugar Free Digestive Biscuit,,7g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
GOLDEN DIGESTIVE CLASSIC,,21g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Yego Digestive Biscuits,,15.2g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Sunveat Oat And Honey Digestive Biscuit,,17g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Sunveat Ginger Nut Biscuit,28g,16g,0.37g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,3
Sunveat Digestive Biscuit,,19g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Manji Good Day Digestive Biscuit,,17g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Nuvita Digestive Vanilla Creams,,6g,0.14g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Nuvita Digestive Chocolate Creams,3g,3g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Yego Shortcake Biscuits 48X,,13.42g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Treatos Ginger Cookies,,22.75g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
Treatos Digestive Biscuits,18.25g,20.44g,0.00019g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Golden Digestive High Fiber Biscuits,16g,12g,0.27g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,3
Ubisco Digestive Biscuits,2g,3g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Britannia Digestive Biscuits,15g,24g,0.55g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,3
Manji Digestive Biscuit,,17g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Nuvita Digestive Biscuits,19g,17g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
NuVita Oat Digestive Biscuit,19g,23g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Yego Digestive Biscuits 24X,,15.2g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Nuvita Sugerfree Digestive Biscuits,,7g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
GOLDEN BUTTER COOKIES,,9g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
Golden Cashew Cookies,,,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Golden Peanut Cookies,,,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Golden Choco Chips Cookies,,,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Golden Coconut Cookies,,,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
NuVita Oats Digestive Chocolate Coated Biscuits,19g,23g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
NuVita Digestive Chocolate Coated Biscuits,0g,24g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Golden Digestive Classic Biscuits,16g,12g,0.27g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,3
McVitie s Digestive Biscuit,16g,21g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Manji Chocolate Digestive Biscuit,,17g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Treatos Coconut Cookies,,26.73g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
Treatos Digestive Bicscuits,18.25g,20.44g,0.00019g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Tiffany Natural Wheat Digestive Biscuit,21g,171g,0.474g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,3
McVitie s Light Digestive Biscuit,3g,2g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Sunveat Ginger Nuts Biscuit,28g,16g,0.37g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,3
McVitie s Digestive Wheat Biscuit,16g,21g,0.534g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,3
McVitie s Digestive Dark Chocolate Biscuit,17g,16g,0.198g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Golden High Fibre Digestive Biscuit,16g,12g,0.27g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,3
Sunveat Oat Honey Digestive Biscuit,,17g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
MANJI BISCUITS CLASSIC COMBO,,4g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
MANJI BISCUITS DIGESTIVE,,17g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Mcvities Dark Cookie Cream Chocolate,,,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Mcvities Dark Cookie Cream Orange,,,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Nutri Delights Mini Rainbow Cookies,,,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Nutri Delights Mini Tchip Cookie,,,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Nutri Delights Red Velvet Chocolate Chip Cookies,21g,12g,0.125g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
Nutri Delights C Chip Cookies,33g,12g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
Mcvities Sandwich Biscuits Dark Chocolate,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Mcvities Sandwich Biscuits Chocolate Vanilla,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Treatos Choco chip Cookies 100gms,,26.1g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
FAYAZ CHOC CHIP COOKIES,0g,28g,0.364g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
Nutri Delight Gluten Free Original Chip Chip Cookies,11.17g,14.97g,0.377g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,3
Java House Chocolate Chip Cookies,,,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Nutri Delight Gluten Free Protein Packed Chocolate Chip Cookies,11.17g,14.97g,0.377g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,3
Oreo Dark And White Chocolate Sandwich Cookies,11g,6g,0.15g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
Tiffany Delights Chocolate Chips Cookies,10.9g,8.1g,0.092g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
Britannia Good Day Chocolate Chip Cookies,32g,18g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
Treatos Choco chip Cookies,,26.1g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
Naara Chocolate Oatmeal Cookies,9.9g,6g,0.084g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
JAVA CINNAMON COOKIES,3g,1g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
DIABLO NAS CH CHIP CBRY COOKIE,,,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
NuVita Chocolate Cookies,,21g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
NuVita Apple Cinnamon Cookies,17g,19g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
NuVita Coconut Cookies,4g,1g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
NuVita Butter Cookies,,21g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
NuVita Cashew Nuts Cookies,4g,5g,0.03g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
NuVita Chocolate Chips Cookies,8g,1g,0.01g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
Josh Ginger Honey Cookies,,,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Josh Coconut Cookies,,,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Nutro Good Day Cashew Cookies,4g,5g,0.03g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Josh Double Chocolate Cookies,,,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Josh Butter Cashew Cookies,,,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Sunveat Mixed Nut Cookies,,12g,0.288g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
Sunveat Cashew Cookies,4g,5g,0.03g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Sunveat Butter Cookies,,21g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
Tiffany Bites Pistachio,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Tiffany Bites Cashew,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
GOURMET SAFARI COOKIES S,,5g,0.059g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Josh Milk Cookies,26.5g,17g,0g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
Josh Orange Chocolate Cookies,,17g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
NUVITA OAT RAISIN COOKIES,22g,12.1g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
Treatos Butter Cookies,,27.45g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
Manji Strawberry Cream Biscuits,,6g,0.109g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Manji Orange Cream Biscuit,0g,2g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Manji Custard Cream Biscuits,,19g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Manji Pineapple Cream Biscuits,,23g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
JAVA GINGER LEMON COOKIES,19.07g,26.16g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
FAYAZ COCONUT COOKIES,,28g,0.361g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
FAYAZ BUTTER CHOC COOKIES,48g,17g,0.155g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
NUVITA GRANDMA S HOMEMADE COOKI,,17g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
Manji Assorted Cream Biscuits,,23g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Java House Pinacolada Eggless Cookies,,6.2g,0.0532g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Nuttishland Macadamia Cookies,20.36g,26.31g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
Britannia Good Day Cashew Cookies,22.059g,23.529g,0g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
Bakers Eet Sum Mor Shortbread Biscuits,3g,8g,0.138g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Java House Oats and Raisins Cookies,15g,23g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
JAVA MACADAMIA NUT COOKIE,,26g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
Manji Cookies Fairyland Chips,,27g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
Manji Pure Butter Almond Cookies,,16g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
Wots Home Made Oats Cookies,2g,2g,0.038g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
NuVita Flap Jacks Original Oat Bakes Cookies,,,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
BERGEN CHOCO CHIP HAZELNUT COOK,28g,26.5g,0g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
