product_name,energy_kcal,energy_kj,protein_g,carbohydrates_g,total_sugar_g,total_fat_g,fibre_g,sodium_g,sub_type,form
THE BELGIAN PRALINES ASSORTED CHOCOLATE,544.118,2276.59,7.05882,46.1765,,35,2.94118,,Chocolate,Solid
THE BELGIAN RASPBERRY DELIGHT CHOCOLATE,560,2343.04,4,52,52,36,4,0.04,Chocolate,Solid
THE BELGIAN SEASHELLS DARK CHOCOLATE,542.857,2271.14,5.71429,40,37.1429,40,8.57143,0.00571429,Dark Chocolate,Solid
THE COCONUT COMPANY ORGANIC COCONUT FLOUR,,,,,,,,,,
THE CRACKER SHACK AMARANTH CRACKERS,487,2037.61,,63,,21,,1.9,Crackers,Solid
THE CRACKER SHACK CHARCOAL CRACKERS,501,2096.18,7,71,,6,,,Crackers,Solid
THE CRACKER SHACK CHEDDAR CRACKERS,487,2037.61,,63,,21,,1.9,Crackers,Solid
THE CRACKER SHACK CHEDDAR CRACKERS X 6 PIECES,118.75,496.812,3.75,18.75,7.5,3.75,1.875,0.2125,Cheddar Cracker,Solid
THE CRACKER SHACK GLUTEN FREE FRUIT AND NUT CRACKERS,441,1845.14,9,65,,16,,,Crackers,Solid
THE CRACKER SHACK ORIGINAL GLUTEN FREE OAT AND AMARANTH CRACKERS,504,2108.74,7,61,7,26,2.1,0.748,Cracker,Solid
THE CRACKER SHACK ROSEMARY CRACKERS,487,2037.61,,63,,21,,1.9,Crackers,Solid
THE CRACKER SHACK SESAME LAVASH CRACKERS,,,,,,,,,Crackers,Solid
THEAT KENYAN CHEVDA MILD,,,,,,,,,,
TIC TAC CITRUS MIX,,,,,,,,,,
TIC TAC MINT DROPS CANDIES T21,152,635,1,32,,56,,,Candies,Solid
TIC TAC ORANGE DROPS CANDIES T21,152,635,1,32,,56,,,Candies,Solid
TIC TAC SPEARMINT CANDIES T21,152,635,1,32,,56,,,Candies,Solid
TIC TAC STRAWBERRY MIX DROPS CANDIES,152,635,1,32,,56,,,Candies,Solid
TIFFANY BITES CASHEW,,,,,,,,,,
TIFFANY BITES PISTACHIO,,,,,,,,,,
TIFFANY CRUNCH N CREAM CRUNCHIEST CHOCOLATE FLAVOURED CREAM WAFER,2547.37,10647.4,32.6316,322.632,203.684,124.737,9.47368,1.57895,Wafer,Solid
TIFFANY CRUNCH N CREAM HAZELNUT WAFERS,2663.16,11152.6,45.2632,283.684,170.526,149.474,18.4211,0.552632,Wafer,Solid
TIFFANY CRUNCH N CREAM VANILLA WAFERS,535.85,2242,6.9,54.3,30.4,32.1,1.6,0.119,Wafer,Solid
TIFFANY DELIGHT BUTTER COOKIES,,,,,,,,,Cookies,Solid
TIFFANY DELIGHTS CHOCOLATE CHIPS COOKIES,,,,,,,,,Cookies,Solid
TIFFANY EVERY DAY MARIE TEA BISCUITS,426,1782,6.5,68.6,19.8,13.5,0.6,0.257,Tea Biscuits,Solid
TIFFANY NATURAL WHEAT DIGESTIVE BISCUIT,436,1824.22,72,66,21,171,,0.474,Digestive Biscuit,Solid
TIGER TAIL CAKE,,,,,,,,,,
TILLY COOKING FAT,884,3698.66,,,,14,,,Cooking Fat,Paste
TILLY PURE WHITE COOKING FAT,884,3698.66,,,,14,,,Cooking Fat,Paste
TOBLERONE HONEY AND ALMOND NOUGAT SWISS DARK CHOCOLATE,535,2245,6.1,62,62,29.5,0.2,,Dark Chocolate,Solid
TOBLERONE SWISS FRUIT AND NUT MILK CHOCOLATE,505,2112.92,5.2,61.5,61,26,2.7,,Milk Chocolate,Solid
TOBLERONE TRUFFLES CHOCOLATE,563.8,2359,5.2,55,,36,2.1,,,
TOFFEE CRISP BISCUIT,,,,,,,,,,
TOLL HOUSE COCOA,,,,,,,,,,
TONG GARDEN ALL NATURAL COCKTAIL SNACK,466.667,1952.33,16.6667,46.6667,36.6667,26.6667,6.66667,,Cocktail Snack,Solid
TONG GARDEN SFLOWER SEED C C,,,,,,,,,,
TONG GARDEN WASABI GREEN PEAS,,,,,,,,,,
TONY'S CHOCOLONELY MILK CHOCOLATE,,,,,,,,,,
TONY'S CHOCOLONELY NOUGAT CHOCOLATE,,,,,,,,,,
TOP FOOD AMERICAN BARBEQUE RUB SEASONING,277,1158,9,38,19.1,6.1,0,,Barbeque Rub Seasoning,Powder
TOP FOOD BASIL,71,294,3.4,2.5,0.4,4.3,4.3,0.02,Basil Herbs,Solid
TOP FOOD BAY LEAF,314,1313,8,75,,8,26,0.023,Bay Leaf,Solid
TOP FOOD BLACK PEPPER POWDER,349,1460.22,22,63,1,1,,0.0039,Black Pepper Powder,Powder
TOP FOOD BLACK PEPPER POWDER P,251,1050,10,64,0.6,3.3,25,0.02,Black Pepper Powder,Powder
TOP FOOD BLACK PEPPER WHOLE P,251,1050,10,64,0.6,3.3,2.5,0.02,Black Pepper,Solid
TOP FOOD BLACK PEPPER WITH GRIND,,,,,,,,,Black Pepper With Grind,Solid
TOP FOOD C MASALA,,,,,,,,,,
TOP FOOD CAYENNE PEPPER,318,1330.51,12,57,,17,,0.03,Cayenne Pepper,Powder
TOP FOOD CHIA SEEDS,480,2008.32,16,6,0,31,,0,Chia Seeds,Solid
TOP FOOD CHICKEN TIKKA MASALA,106,443,5.7,12,2.8,3.9,8.6,0.33,Chicken Tikka Masala,Powder
TOP FOOD CHILLI AND LEMON SEASONING,100,418,4,26,0,1,10,0.213,Seasoning,Powder
TOP FOOD CHILLI POWDER,,,,,,,,,,
TOP FOOD CINNAMON POWDER,300,1255,5,95,5,15,,,Cinnamon Powder,Powder
TOP FOOD CITRIC ACID,,,,,,,,,,
TOP FOOD CLOVE POWDER,,,,,,,,,,
TOP FOOD CUMIN POWDER,375,1569,18,44,2.3,22,11,0.168,Cumin Powder,Powder
TOP FOOD CUMIN SEEDS,375,1569,18,44,2.3,22,11,0.168,Cumin Seeds,Solid
TOP FOOD CURRY POWDER,62,259,12.3,45,,13.1,,,Curry Powder,Powder
TOP FOOD DHANA JEERA POWDER,436,1824.22,11,57,0,17,32,0.102,Dhana Jeera Powder,Powder
TOP FOOD FAJITA SEASONING,306,1280,7.9,56,27,3.4,9.6,,Fajita Seasoning,Powder
TOP FOOD GARAM MASALA,400,1673.6,20,80,,20,,0.92,Garam Masala,Powder
TOP FOOD GARLIC POWDER,,,,,,,,,,
TOP FOOD GARLIC SALT,86.4,361.498,4.3,19.4,0.7,0,2.2,0.285,Garlic Salt,Powder
TOP FOOD GINGER POWDER,,,,,,,,,Ginger Powder,Powder
TOP FOOD GOLDEN RAISINS SULTANA,302,1263.57,3.4,80,59,0.5,,0.1,Golden Raisins Sultana,Solid
TOP FOOD GREEK SPICE BLEND,,,,,,,,,Greek Spice Blend,Powder
TOP FOOD GROUND CARDAMOM SPICE,400,1670,5,80,,5,,,Ground Cardamom Spice,Powder
TOP FOOD GROUND GARLIC SPICE,,,,,,,,,Ground Garlic Spice,Powder
TOP FOOD GROUND ONION SPICE,,,,,,,,,Ground Onion Spice,Powder
TOP FOOD HIMALAYAN PINK SALT,0,0,,0,0,0,,,Pink Salt,Solid
TOP FOOD HOT BLEND POUSSIN SAUCE,576.667,2412.77,100,0.333333,0.166667,13.3333,,0.666667,Sauce,Paste
TOP FOOD INDIAN CHAT MASALA,,,,,,,,,Chat Masala,Powder
TOP FOOD ITALIAN SPICE BLEND,,,,,,,,,Italian Spice Blend,Powder
TOP FOOD LEMON AND PEPPER SEASONING,,,,,,,,,Seasoning,Powder
TOP FOOD LEMON PEPPER AND HERB SEASONING,229,962,5.4,35,15.4,2.4,11.7,9.317,Seasoning,Powder
TOP FOOD MILD BLEND POUSSIN SAUCE,340,1422.56,64.6,0.2,0.2,9,,0.45,Sauce,Paste
TOP FOOD MORINGA GROUND HERB,30,120,10,15,0,0,,,Ground Herb,Solid
TOP FOOD MUSTARD & HERB SEASONING,508,2125.47,26.1,28.1,6.79,,12.2,,Mustard & Herb Seasoning,Powder
TOP FOOD OREGANO HERBS,,,,,,,,,Oregano Herbs,Solid
TOP FOOD PARSLEY HERBS,36,150.6,3,6.3,0.9,0.8,3.3,0.056,Parsley Herbs,Solid
TOP FOOD PASTA SEASONING,,,,,,,,,Seasoning,Powder
TOP FOOD PERI PERI SEASONING J,,,,,,,,,,
TOP FOOD PILAU MASALA,,,,,,,,,Pilau Masala,Powder
TOP FOOD PILAU MASALA GROUND,428,1794,9,66,8,16,,1.06,Pilau Masala,Powder
TOP FOOD PILAU WHOLE,,,,,,,,,,
TOP FOOD PIZZA SEASONING,,,,,,,,,Seasoning,Powder
TOP FOOD ROSEMARY HERBS,,,,,,,,,Rosemary,Solid
TOP FOOD SESAME SEEDS SIMSIM J,,,,,,,,,,
TOP FOOD SOYA GINGER DRINK MIX,36,150.624,3.6,0.7,0.5,2.1,,0,Drink Mix,Powder
TOP FOOD TACO SEASONING,,,,,,,,,Seasoning,Powder
TOP FOOD TANDOORI MASALA,,,,,,,,,,
TOP FOOD TEA MASALA,,,,,,,,,,
TOP FOOD THABAI STINGING NETTLE GROUND HERB,10,40,0,0,0,0,,,Ground Herb,Solid
TOP FOOD THYME,285,1192.44,9,64,2,7,37,0.055,Thyme,Solid
TOP FOOD TURMERIC P RAJAPURI P,230,962.32,7.7,49.2,0,5,21.4,0,Turmeric Powder,Powder
TOP FOOD TURMERIC POWDER,6375,26687.5,125,875,0,125,312.5,1.5625,Turmeric Powder,Powder
TOP FOOD WHOLE BLACK PEPPER,,,,,,,,,Whole Black Pepper,Solid
TOP FOOD WHOLE CLOVE,170,711,,40,,,,,Whole Clove,Solid
TOP FOOD WHOLE SPICE SESAME BLACK SEEDS,40,167.36,0.8,0,0,0,,0.004,Sesame Black Seeds,Solid
TOP FOODGARAM MASALA,,,,,,,,,,
TOP FOODTURMERIC P RAJAPURI,,,,,,,,,,
TOP LURE CLEAR VANILLA ESSENCE,,,,,,,,,Vanilla Essence,Liquid
TOP LURE WHITE VINEGAR,18,74.6667,0,0,0,0,0,0.002,White Vinegar,Liquid
TOTOLE GOLDEN BOUILLON CHICKEN STOCK CUBES GRANULATED,182,761.488,23,19,,1,,,Chicken Stock Cubes,Solid
TOTOLE TIAANWANG CHICKEN SEASONING,,,,,,,,,Chicken Seasoning,Solid
TOXIC WASTE GREEN SOUR CANDY,333,1393,,87,73,,,,Candy,Solid
TREATOS BUTTER COOKIES,507.103,,11.616,56.0633,,27.45,1.09,,,
TREATOS CHOCO- CHIP COOKIES,510.427,,4.77,64.0933,,26.1,2.08,,,
TREATOS CHOCO-CHIP COOKIES,510.427,,4.77,64.0933,,26.1,2.08,,,
TREATOS COCONUT COOKIES,500.437,,6.99,59.98,,26.73,2.16,,,
TREATOS DIGESTIVE BICSCUITS,424,1780,9.03,64.12,18.25,20.44,0.79,0.00019,Food,Solid
TREATOS DIGESTIVE BISCUITS,424,1780,9.03,64.12,18.25,20.44,0.79,0.00019,Food,Solid
TREATOS GINGER COOKIES,477.89,,12.3,58.4,,22.75,2.8,,,
TREATOS GINGER SNAP BISCUITS,462.43,1966,7.19,75.7,19.92,0,14.57,0.0005,Food,Solid
TREATOS GLUCOSE BISCUITS,463.22,1968.6,7.08,76.02,18.4,14.11,,0.0003,Food,Solid
TREATOS MILK BISCUITS,463.12,1967.3,7.09,76.02,18.4,14.52,0,0.0002,Food,Solid
TREE TOMATO FRESH JUICE,,,,,,,,,Juice,Liquid
TREFF CREAM FLAVOURED BISCUIT CHOCO VANILLA,300,1200,,,,,,,Moong Dal,Solid
TREFF CREAM LEMON FRESH BISCUIT,600,2500,,,,,,,Singh Bhujia,Solid
TREFF CREAMS BISCUITS CHOCO VANILLA,500,2000,,,,,,,Ratlami Sev,Solid
TREFF CREAMS BISCUITS ORANGE,,,,,,,,,,
TREFF CREAMS SANDWICH BISCUITS CHOCOLATE,500,2000,,,,,,,Tikha Mitha Mix,Solid
TREFF CREAMS SANDWICH BISCUITS MANGO,,,,,,,,,,
TREFF CREAMS SANDWICH BISCUITS ORANGE,,,,,,,,,Candy,Solid
TREFF CREAMS SANDWICH BISCUITS P A,52.9,221.51,4.2,45.8,26,2.39,6,0.671,Biscuit,Solid
TREFF CREAMS SANDWICH BISCUITS STRAWBERRY,603,2522,9,36,2,47,4,0.641,Chatni Ganthiya,Solid
TREFF CREAMS SANDWICH BISCUITS VANILLA,1166,,36,54,0,88,0,0,Masala Shing,Solid
TRIDENT GUM MINT BLISS 14 STICKS SUGAR FREE,,,,,,,,,,
TRIDENT GUM SWEET MINT 14 STICKS SUGAR FREE,,,,,,,,,,
TRIDENT GUM WINTERGREEN 14 STICKS SUGAR FREE,,,,,,,,,,
TRIDENT ORIGINAL SUGAR FREE STICKS CHEWING GUM WITH XYLITOL 14 STICKS,,,,,,,,,Chewing Gum,Solid
TRIDENT SPEARMINT CHEWY GUM 14 STICKS,5,20.92,0,1,0,0,0,0,Chewy Gum,Solid
TRIDENT TROPICAL TWIST CHEWY GUM 14 STICKS,1,0,5,100,0,0,0,,Food,Tropical
TRIDENT WATERMELON TWIST SUGAR FREE CHEWING GUM 14 STICKS,,,,,,,,,Chewing Gum,Solid
TROLLI BLOB MIXED FRUIT GUMMIES,339,1418,4.4,77,58,0.2,,,Gummies,Solid
TROLLI GUMMIES CANDY PIZZA,334,1397,4.5,78,58,0.2,,,Pizza Candy,Solid
TROLLI GUMMIES SBERRY SOUR STRIP,340,1423,1.8,81,54,1,,,Sour Strips,Solid
TROLLI MIX SOUR STRIPS GUMMIES,340,1.423,1.8,81,54,1,,,Gummies,Solid
TROPICAL GOLD CROWN HONEY,17,,64,100,,,,,Food,
TROPICAL GOLD HONEY,304,1271.93,,82,,,,,Honey,Paste
TROPICAL GOLD HONEY SQUEEZE,304,1271.93,,82,,,,,Honey,Paste
TROPICAL GOLD UNPROCESSED HONEY,17,,64,100,,,,,Food,
TROPICAL HEAT BASIL RUBBED,,,,,,,,,Rubbed Basil,Powder
TROPICAL HEAT BLACK PEPPER GROUND,,,,,,,,,Ground Black Pepper,Powder
TROPICAL HEAT CARDAMOMS GROUND,,,,,,,,,Ground Cardamom,Powder
TROPICAL HEAT CAYENNE PEPPER,,,,,,,,,Ground Cayenne Pepper,Powder
TROPICAL HEAT CHEVDA CHILLI LEMON,516,2154,10.1,46.6,7.6,30.7,6.4,0.86,Chevda,Solid
TROPICAL HEAT CHEVDA HOT,538,2244,9.99,44.2,7.2,34.4,6,0.9,Chevda,Solid
TROPICAL HEAT CHEVDA MASALA,528,2206,10,49.7,6.9,32.3,3.5,0.88,Chevda,Solid
TROPICAL HEAT CHEVDA ORIGINAL,528,2206,10,49.7,6.9,32.3,3.5,0.88,Chevda,Solid
TROPICAL HEAT CHILLIES GROUND,,,,,,,,,Ground Chillies,Powder
TROPICAL HEAT CHIPS MASALA SEASONING,,,,,,,,,,
TROPICAL HEAT CHOCOLATE RICE CAKES,486,2036,7.1,28.7,33.8,22.5,2.4,0.5,7.1g,2036kj
TROPICAL HEAT CINNAMON GROUND,,,,,,,,,Ground Cinnamon,Powder
TROPICAL HEAT CITRIC ACID,,,,,,,,,Citric Acid,Powder
TROPICAL HEAT CLOVES GROUND,,,,,,,,,Ground Cloves,Powder
TROPICAL HEAT CORIANDER GROUND,,,,,,,,,Ground Coriander,Powder
TROPICAL HEAT CUMINSEEDS GROUND,,,,,,,,,Ground Cumin Seed,Powder
TROPICAL HEAT DHANA JEERA,,,,,,,,,Dhana Jeera Spices,Powder
TROPICAL HEAT EXOTIC SNACKS,,,20,23.3333,6.66667,36.6667,13.3333,0.4,Snacks,Solid
TROPICAL HEAT GARAM MASALA,,,,,,,,,Garam Masala,Powder
TROPICAL HEAT GARLIC POWDER,,,,,,,,,Garlic Powder,Powder
TROPICAL HEAT GINGER GROUND,,,,,,,,,Ground Ginger,Powder
TROPICAL HEAT GROUND GINGER,528,2209.16,10,56,2,16,0,0,Ginger,Solid
TROPICAL HEAT KENYAN CHEVDA SWEET TAMU,,,,,,,,,,
TROPICAL HEAT MEAT TENDERISER,,,,,,,,,Meat Tenderiser Spices,Powder
TROPICAL HEAT MILD KENYAN CHEVDA,537,2237,11.8,50.5,6.3,33.2,,,Chevda,Solid
TROPICAL HEAT MIXED SPICES,,,,,,,,,Mixed Spices,Powder
TROPICAL HEAT MIXED SPICES WHOLE GRINDE,,,,,,,,,Mixed Spices,Powder
TROPICAL HEAT NUTMEG GROUND,,,,,,,,,Ground Nutmeg,Powder
TROPICAL HEAT P CRSP SALT/VINGR,546,,5.3,48.5,,36.8,3.9,1.37,,
TROPICAL HEAT PILAU MASALA GROUND,,,,,,,,,Pilau Masala,Powder
TROPICAL HEAT POPS CHEESE NACHOS,472,,6.26,63.15,,21.35,0.72,,,
TROPICAL HEAT POPS CHILLI LIME NACHOS,471,,6.4,62.49,,22.05,0.98,,,
TROPICAL HEAT POPS SALTED NACHOS,380,,8.7,81.49,,1.87,1,,,
TROPICAL HEAT POPS TOMATO NACHOS,484,,6.43,65.71,,21.42,0.72,,,
TROPICAL HEAT POTATO CIRSPS CHILL LEMON,543,,5.2,51.7,,35,3.5,1.5,,
TROPICAL HEAT PREMIUM GRINDER SEA SALT,46.1,193,5.1,4.1,0,1.3,0,38.667,Sea Salt,Solid
TROPICAL HEAT PREMIUM KENYAN BHUSU,600,2510.4,,46.6667,,40,3.33333,0.576667,Kenyan Bhusu,Solid
TROPICAL HEAT SAFARI PUFFS CHEESE,540,2255,6,57.4,,31.8,2.9,1.7,Safari Puffs,Solid
TROPICAL HEAT SAFARI PUFFS TOMATO,540,2255,6,57.4,,31.8,2.9,1.7,Safari Puffs,Solid
TROPICAL HEAT SALAD SEASONING,,,,,,,,,Salad Seasoning,Powder
TROPICAL HEAT SNACKS CHEESE&ONION POTATO CRISPS,529,2209,5.6,53.8,,32.4,3.5,1.35,Potato Chips,Cheese and Onion
TROPICAL HEAT SNACKS CHILLI LEMON POTATO CRISPS,543,2262,5.2,51.7,,35,3.5,1.5,Chips,Chilli Lemon
TROPICAL HEAT SNACKS HEROES POTATO CHIPS CHEESE & ONION,525,2190,6,53.38,,31.12,3.6,1.75,Cheese & Onion Crispy,Solid
TROPICAL HEAT SNACKS HEROES POTATO CHIPS CHILLI CHEESE,,,,,,,,,,
TROPICAL HEAT SNACKS HEROES POTATO CHIPS FRUIT CHUTNEY,511,2131,6.1,52.74,,29.61,4.4,1.85,Fruit Chutney,Solid
TROPICAL HEAT SNACKS HEROES POTATO CHIPS SWEET CHILLI,521.7,2179,6.4,55.4,,30.2,1.3,1.03,Sweet Chilli Crispy,Solid
TROPICAL HEAT SNACKS HEROES POTATO CHIPS TOMATO KETCHUP,513,2141,6.1,54.12,,29.3,4.1,0.5,Potato Crisps,Solid
TROPICAL HEAT SNACKS MASALA STICKS,546,2277,5.8,42.6,7.6,35.8,3,0.6,Masala Sticks,Solid
TROPICAL HEAT SNACKS NYAMA CHOMA POTATO CRISPS,516,2154,8.4,48.9,,30.8,4.7,1.95,Potato Chips,Nyama Choma
TROPICAL HEAT SNACKS SAFARI PUFFS CHEESE,540,2255,6,57.4,,31.8,2.9,1.7,Puffs,Solid
TROPICAL HEAT SNACKS SAFARI PUFFS TOMATO,540,2255,6,57.4,,31.8,2.9,1.7,Puffs,Solid
TROPICAL HEAT SNACKS SALT & VINEGAR POTATO CRISPS,546,2277,5.3,48.5,,36.8,3.9,1.37,Potato Chips,Salt and Vinegar
TROPICAL HEAT SNACKS SALT&VINEGAR POTATO CRISPS,546,2277,5.3,48.5,,36.8,3.9,1.37,Potato Chips,Salt and Vinegar
TROPICAL HEAT SNACKS SALTED POTATO CRISPS,530,2213,6.7,52.8,,32.5,3.5,1.16,Potato Chips,Salted
TROPICAL HEAT SNACKS TOMATO POTATO CRISPS,532,2221,5.8,53.6,,32.7,2.9,0.58,Potato Chips,Tomato
TROPICAL HEAT SNACKS TROPNUTS CHILLI LEMON PEANUTS,602,2495,25.9,13.6,,49.3,6.5,0.9,,Solid
TROPICAL HEAT SNACKS TROPNUTS FRIED PEANUTS,475,1995,18.4,56.4,,19.6,3.6,1.7,,Solid
TROPICAL HEAT SNACKS TROPNUTS FRIED PEAS,,,,,,,,,,
TROPICAL HEAT SNACKS TROPNUTS MASALA BHAJIA PEANUTS,,,,,,,,,,
TROPICAL HEAT SNACKS TROPNUTS ROASTED PEANUTS,584,2423,24.8,16.4,,46.6,8.5,0,,Solid
TROPICAL HEAT SNACKS TROPNUTS ROASTED SALTED PEANUTS,602,2495,18.4,56.4,,49.3,3.6,1.7,,Solid
TROPICAL HEAT SNACKS WAVES POTATO CRISPS CHILLI LEMON,543,2262,5.2,51.7,,35,3.5,1.5,Potato Chips,Chilli Lemon
TROPICAL HEAT SNACKS WAVES POTATO SALTED CRISPS,530,2213,6.7,52.8,,32.5,3.5,1.16,Potato Chips,Salted
TROPICAL HEAT SNACKS WAVES SALT & VINEGAR POTATO CRISPS,546,2277,5.3,48.5,,36.8,3.9,1.37,,Salt and Vinegar
TROPICAL HEAT SNACKS WAVES SALTED POTATO CRISPS,530,2213,6.7,52.8,,32.5,3.5,1.16,Potato Chips,Salted
TROPICAL HEAT SNACKS WAVES TOMATO POTATO CRISPS,532,2221,5.8,53.6,,32.7,2.9,0.58,Potato Chips,Tomato
TROPICAL HEAT SPICES BAY LEAVES,,,,,,,,,Bay Leaves Powder,Powder
TROPICAL HEAT SPICES BEEF MASALA,,,,,,,,,Beef Masala,Powder
TROPICAL HEAT SPICES BIRYANI MASALA,,,,,,,,,,
TROPICAL HEAT SPICES BLACK PEPPER GRINDER,,,,,,,,,Black Pepper With Grinder,Powder
TROPICAL HEAT SPICES BLACK PEPPER GROUND,,,,,,,,,Ground Black Pepper,Powder
TROPICAL HEAT SPICES CARDAMOMS GROUND,,,,,,,,,Ground Cardamom,Powder
TROPICAL HEAT SPICES CAYENNE PEPPER,,,,,,,,,Ground Cayenne Pepper,Powder
TROPICAL HEAT SPICES CHICKEN MASALA,,,20,60,,10,,1.7,1.0g,Powder
TROPICAL HEAT SPICES CHILLI FLAKES,,,,,,,,,Chilli Flakes,Solid
TROPICAL HEAT SPICES CHILLI LEMON SEASONING,,,,,,,,,,
TROPICAL HEAT SPICES CHILLIES GROUND,,,,,,,,,Ground Chillies,Powder
TROPICAL HEAT SPICES CINNAMON GROUND,,,,,,,,,Ground Cinnamon,Powder
TROPICAL HEAT SPICES CITRIC ACID SALT,,,,,,,,,Citric Acid,Powder
TROPICAL HEAT SPICES CLOVES GROUND,,,,,,,,,Cloves,Solid
TROPICAL HEAT SPICES CORIANDER GROUND,,,,,,,,,Ground Coriander,Powder
TROPICAL HEAT SPICES CUMINSEEDS GROUND,,,,,,,,,Ground Cumin Seed,Powder
TROPICAL HEAT SPICES CURRY POWDER,,,20,60,,10,,1.8,Curry Powder,Powder
TROPICAL HEAT SPICES DHANA JEERA,,,,,,,,,Dhana Jeera Spices,Powder
TROPICAL HEAT SPICES FIREBALL GRINDER,,,,,,,,,Fireball With Grinder,Powder
TROPICAL HEAT SPICES GARLIC POWDER,,,,,,,,,Garlic Powder,Powder
TROPICAL HEAT SPICES GINGER GROUND,,,,,,,,,Ground Ginger,Powder
TROPICAL HEAT SPICES GITHERI MASALA,,,20,60,,,,2.4,1.0g,
TROPICAL HEAT SPICES MARJORAM LEAVES,,,,,,,,,Rubbed Marjoram,Powder
TROPICAL HEAT SPICES MINT LEAVES,,,,,,,,,Rubbed Mint,Powder
TROPICAL HEAT SPICES MIXED HERBS,,,,,,,,,Mixed Herbs,Solid
TROPICAL HEAT SPICES MIXED SPICES,,,,,,,,,Mixed Spices,Powder
TROPICAL HEAT SPICES MIXED SPICES WET & DRY FRY,,,,,,,,,,
TROPICAL HEAT SPICES NUTMEG GROUND,,,,,,,,,Ground Nutmeg,Powder
TROPICAL HEAT SPICES ONION POWDER,,,,,,,,,Onion Powder,Powder
TROPICAL HEAT SPICES OREGANO LEAVES,,,,,,,,,Rubbed Oregano,Powder
TROPICAL HEAT SPICES PARSLEY LEAVES,,,,,,,,,Parsley Leaves Powder,Powder
TROPICAL HEAT SPICES PASTA SEASONING,,,,,,,,,,
TROPICAL HEAT SPICES PERI PERI,5,,2,,,,,,1g,41.84kJ
TROPICAL HEAT SPICES PILAU MASALA GROUND,,,,,,,,,Pilau Masala,Powder
TROPICAL HEAT SPICES PILAU MASALA WHOL,,,,,,,,,Food,
TROPICAL HEAT SPICES ROSEMARY LEAVES,,,,,,,,,Rosemary Leaves,Powder
TROPICAL HEAT SPICES SAGE LEAVES,,,,,,,,,Rubbed Sage,Powder
TROPICAL HEAT SPICES TEA MASALA,,,,,,,,,Tea Masala,Powder
TROPICAL HEAT SPICES THYME LEAVES,,,,,,,,,Rubbed Thyme,Powder
TROPICAL HEAT SPICES TURMERIC GROUND,,,,,,,,,Ground Turmeric,Powder
TROPICAL HEAT SUPERFIT RICE CAKES SALTED,355,1484,7.8,79.4,1.2,0.7,1.89,1.9,Rice Cakes,Salted
TROPICAL HEAT SUPERFIT RICE CAKES UNSALTED,355,1484,7.8,79.4,1.2,0.7,1.89,1.8,Rice Cakes,Unsalted
TROPICAL HEAT SWEET TAMU CHEVDA,515,2148,10.9,56.9,8.5,39.9,9.4,,Sweet Tamu Chevda,Solid
TROPICAL HEAT TEA MASALA,,,,,,,,,Tea Masala,Powder
TROPICAL HEAT TURMERIC GROUND,,,,,,,,,Ground Turmeric,Powder
TROPICAL HEAT WAVES CRISPS FRUIT CHUTNEY,,,,,,,,,,
TROPICAL HEAT WHITE PEPPER GROUND,,,,,,,,,Ground White Pepper,Powder
TROPICAL MIX FRESH JUICE,58,247,0.58,12.6,9.4,0.24,,,Fruit Juice,Liquid
TROPICAL SUN ALLPURPOSE SEASONING,163,,18,16,12,3.1,0.6,,Food,Powder
TROPICAL SUN FISH SEASONING,106,,4.3,13.1,,4.4,8,,Food,Powder
TROPICAL SUN ROOT BEER NONALC,35,148,0,8.7,8.7,0,,,American Style Root Beer,Liquid
TROPICAL SUN S BBQ SEASONING,,,,,,,,,,
TROPICANA FORTIFIED ALL PURPOSE HOME BAKING FLOUR,334,1397.4,10,69,0,1,0,0,Flour,Powder
TROPICANA FORTIFIED SELF RAISING FLOUR,339,1418,9,71,0,1,0,0.735,Flour,Powder
TROPICANA SLIM CLASSIC SWEETENER X OF,250,1046,,100,,,,,Sweetener,Powder
TROPICANA SLIM DIABETIC SWEETENER X OF,250,1046,,100,,,,,Sweetener,Solid
TROPICANA SLIM STEVIA DIET STICKS SWEETENER 39 PIECES,250,1046,,100,,,,,Sweetener,Powder
TROPICANA SLIM STEVIA SWEETENER TABLET 100 PIECES,250,1046,,150,,,,,Sweetener Tablet,Solid
TTROPICAL HEAT SPICES GARAM MASALA,,,,,,,,,Garam Masala,Powder
TUNA FRUIT APPLE JUICE,58,242.6,1,12,0,1,0,0,Apple Juice,Liquid
TUZO EVERFRESH PURE GHEE,899,3761.42,0.04,0.01,,99.92,,,Ghee,Puree
TUZO GHEE,897,3753.05,0,0,0,0,,,Ghee,Liquid
TWINKIES ORIGINAL CAKE,,,,,,,,,,
TWISCO DRINKING CHOCO 2IN1,359,1502.06,4.6,78,74,1.5,6.5,0.002,Drink Powder,Powder
TWIX CHOCOLATE BAR,123,514,2,14,12.2,5.9,,,Chocolate Bar,Solid
U MIX FORTIFIED MANDAZI FLOUR,125,522.857,3.57143,23.2143,1.78571,12.5,0,0.075,Mandazi Flour,Powder
UBISCO BUTTER BISCUITS,,,,,,,,,Biscuits,Solid
UBISCO DIGESTIVE BISCUITS,,,,,,,,,Biscuits,Solid
UBISCO KREAMY BISCUITS CHOCO,,,,,,,,,,
UBISCO KREAMY BISCUITS STRAWBERRY,,,,,,,,,,
UBISCO NICE BISCUITS,500,2092,7.40741,59.2593,22.2222,25.9259,1.85185,0.203704,Biscuits,Solid
