product_name,energy_kcal,energy_kj,protein_g,carbohydrates_g,total_sugar_g,total_fat_g,fibre_g,sodium_g,sub_type,form
BOUNTY COCONUT CHOCOLATE BAR,487,953,3.7,58.9,48.2,25.7,,,Chocolate Bar,Solid
BRAD'S ATLANTIC SEA SALT GRINDER,,,,,,,,,,
BRAD'S CANNELLINI BEANS,,,,,,,,,,
BRAD'S CANNELLINI BEANS NO SALT,,,,,,,,,,
BRAD'S CHILI BEANS,,,,,,,,,,
BRAD'S GARBANZO BEANS NO SALT,,,,,,,,,,
BRAD'S HEARTS PALM SLICES CANS,,,,,,,,,,
BRAD'S HEARTS PALM SPEARS,,,,,,,,,,
BRAD'S KIDNEY BEANS,,,,,,,,,,
BRAD'S PINTO BEANS,,,,,,,,,,
BRAD'S PINTO BEANS NO SALT,,,,,,,,,,
BRAD'S SALAD BEANS,,,,,,,,,,
BRAGG APPLE CIDER VINEGAR,70,292.88,,0.3,0.1,,,,Vinegar,Liquid
BRITANNIA BOURBON CHOCOLATE AND CREAM BISCUIT,480.769,2011.54,7.69231,69.2308,38.4615,19.2308,,0.153846,Biscuit,Solid
BRITANNIA CASHEW BISCUITS,,,,,,,,,,
BRITANNIA DIGESTIVE BISCUITS,476,1991,7,58,15,24,,0.55,,
BRITANNIA GOOD DAY CASHEW COOKIES X 24 PIECES,514,2154,5.882,67.647,22.059,23.529,0,0,Cookies,Solid
BRITANNIA GOOD DAY CHOCO CHIP COOKIES,493,2062,5,71,30,21,,,Cookies,Solid
BRITANNIA GOOD DAY CHOCOCHIP COOKIES,165,690.36,2,23,10,7,,0.131,Cookie,Solid
BRITANNIA GOOD DAY CHOCOCHIP COOKIES X 24 PIECES,500,2092,6.061,69.697,30.303,21.212,0,0,Cookies,Solid
BRITANNIA GOOD DAY CHOCOLATE CHIP COOKIES,461,1928.82,5,68,32,18,,,Cookies,Solid
BRITANNIA GOOD DAY PISTA ALMOND COOKIES,500,2092,8.82,64.71,23.53,23.53,,0.00031,Cookies,Solid
BRITANNIA LITTLE HEART BISCUITS,488,2041.79,7,70,24.5,20,,,Biscuit,Solid
BRITANNIA PURE MAGIC CHOCOLUSH BISCUITS,528,2209.15,5,64,34,28,,,Biscuit,Solid
BRITANNIA TOASTEA MILK RUSK TOAST,473,1979.03,9,73.7,22,15.8,,,Toast,Solid
BRITANNIA TOASTEA SUJI RUSK TOAST,433,1811.67,9,80,23,8.3,,,Toast,Solid
BRITANNIA TOASTEA WHEAT RUSK TOAST,135,564.84,2,25,8.5,,1,0.065,Toast,Solid
BROOKSIDE SUPERFINE GHEE,6421.43,3885.14,,,,712.857,,,Ghee,Puree
BROWNS ONION JAM,,,,,,,,,,
BUBBLE UP BITTER LEMON,,,,,,,,,Lemon Drink,Liquid
BUBBLE UP TONIC WATER,,,,,,,,,,
BULLA REGIA EXTRA VIRGIN OLIVE OIL,900,3700,,,,100,,,Oil,Liquid
BULLA REGIA OLIVE OIL,,,,,,,,,Oil,Liquid
BUTTERFLY ATTA MARK 1 WHEAT FLOUR RED,340,1422,13,72,,,11,,Wheat Flour,Powder
BUTTERFLY BLACK GRAM SPLIT,,,,,,,,,,
BUTTERFLY BLACK GRAM URAD DAL,,,,,,,,,,
BUTTERFLY COW PEAS RED CHORA,355,1485.32,21,62,,2,,,Cow Peas Red Chora,Solid
BUTTERFLY CRACKED WHEAT,,,,,,,,,,
BUTTERFLY FLOUR ATTA RED,340,1422,13,72,,,11,,Wheat Flour,Powder
BUTTERFLY GOLD BASMATI RICE,348,1456,8.2,78,,0.5,1.8,0.00075,Rice,Solid
BUTTERFLY GRAINS POLISHED GREEN GRAMS,,,,,,,,,,
BUTTERFLY GRAINS POPCORN KERNELS,,,,,,,,,,
BUTTERFLY GRAINS YELLOW GRAM CHANADAL,,,,,,,,,,
BUTTERFLY GRAM FLOUR,,,,,,,,,,
BUTTERFLY GREEN GRAM MUNGDAL,,,,,,,,,,
BUTTERFLY GREEN GRAM POLISHED,,,,,,,,,,
BUTTERFLY GREEN LENTILS,355.556,1486.67,24.4444,64.4444,2.22222,,11.1111,,Green Lentils,Solid
BUTTERFLY LENTILS BLACK GRAMS WASHED URAD DAL,,,,,,,,,,
BUTTERFLY LENTILS GREEN GRAMS WASHED MUNG DAL,,,,,,,,,,
BUTTERFLY LENTILS OILY TOOR DAL,342.857,1434.29,22.8571,62.8571,2.85714,1.42857,17.1429,0.0857143,Oily Toor Dal,Solid
BUTTERFLY LENTILS SPLIT MUNG DAL,,,,,,,,,,
BUTTERFLY LENTILS YELLOW GRAM SPLIT AND PEELED CHANADAL,,,,,,,,,,
BUTTERFLY LONG GRAIN KENYA PISHORI RICE,333.333,133.333,8.66667,,,0.444444,0.444444,,Pishori Rice,Solid
BUTTERFLY MUNGDAL OILY G/GRAMS,,,,,,,,,,
BUTTERFLY NYOTA BEANS,,,,,,,,,,solid
BUTTERFLY PIGEON PEAS WASHED TOOR DAL,342.857,1434.29,22.8571,62.8571,2.85714,1.42857,17.1429,0.0857143,Toor Dal,Solid
BUTTERFLY POPCORN KERNELS,,,,,,,,,,
BUTTERFLY PREMIUM BASMATI RICE,350,1464,8.8,78,,,1.8,0.0017,Rice,Solid
BUTTERFLY PREMIUM SPAGHETTI PASTA X OF,71,,367,100,,,,,Food,
BUTTERFLY PULSES BROWN ROSECOCO BEANS,362,1514,18,63,5,1,,0.02,Rosecoco Beans,Solid
BUTTERFLY PULSES CHICK PEAS,340,1422,11,73,2,0.4,8,,Chick Peas,Solid
BUTTERFLY PULSES DRIED GREEN PEAS,442,1849,19,60,5,13,,0.621,Dried Green Peas,Solid
BUTTERFLY PULSES GREEN LENTILS,355.556,1486.67,24.4444,64.4444,2.22222,,11.1111,,Green Lentils,Solid
BUTTERFLY PULSES KENYAN KIDNEY BEANS,333,1393,24,60,2.2,0.8,25,0.024,Kidney Beans,Solid
BUTTERFLY PULSES KENYAN KIDNEY NYAYO BEANS,,,,,,,,,,
BUTTERFLY PULSES LIMA BUTTER BEANS,35,155,1.4,7.3,2.45,0.2,3,,Butter Beans,Solid
BUTTERFLY PULSES NJAHI BLACK BEANS,341,1426,22,62,2.1,1.4,16,0.005,Black Beans,Solid
BUTTERFLY PULSES PINTO BEANS,347,1451,21,63,2.1,1.2,16,0.012,Pinto Bean,Solid
BUTTERFLY PULSES RED HARICOT BEANS,337,1410,22,60,3.88,1.5,24,0.005,Haricot Beans,Solid
BUTTERFLY PULSES RED KIDNEY BEANS,346,1447,22,60,,1.3,4.8,,Kidney Beans,Solid
BUTTERFLY PULSES WHITE COW PEAS (CHORA/BLACK EYED BEANS),366,1531,24,60,,1.3,,,Cow Peas,Solid
BUTTERFLY PULSES YELLOW KIDNEY BEANS,333,1393,24,60,2.2,0.8,25,0.024,Kidney Beans,Solid
BUTTERFLY RED LENTIL FOOTBALL,,,,,,,,,,solid
BUTTERFLY RED LENTIL MASOOR DAL,333.333,1392.31,25.641,58.9744,,2.5641,10.2564,,Masoor Dal,Solid
BUTTERFLY RICE - LONG GRAIN,348,1456.03,6.66667,74.6667,0,0,1.33333,0,Rice,Solid
BUTTERFLY RICE BASMATI PREMIUM,375,1569,8,79,,0,0,0,Rice,Solid
BUTTERFLY RICE KENYAN PISHORI,349,1460.22,8,77,,0,0,0,Rice,Solid
BUTTERFLY SEMOLINA,340,1422.56,9,75,,3,,0.005,Semolina,Solid
BUTTERFLY SPAGHETTI PASTA,73,,345,100,,,,,Food,
BUTTERFLY STANDARD SPAGHETTI,354,1481.14,11,73,3,1,2,0.001,Spaghetti,Solid
BUTTERFLY STANDARD SPAGHETTI PASTA,358,1497.87,10,75,2,1,2,,Spaghetti Pasta,Solid
BUTTERFLY TOOR DAL WASHED,318,1330.51,24,56,0,1,4,0,Toor Dal,Solid
BUTTERFLY VERMICELLI PASTA,73,,351,100,,0.003,,,Food,
BUTTERFLY WASHED TOOR DAL,342.857,1434.29,22.8571,62.8571,2.85714,1.42857,17.1429,0.0857143,Toor Dal,Solid
BUTTERFLY WHOLE RED LENTILS,,,,,,,,,,
C R FOOD CRUNCH MIX CHIKKI,532,2226,16.83,46.81,36.13,30.81,5.9,0.033,Chikki,Solid
C&R HOME MADE CASHEW-NUT COOKIES,,,,,,,,,Cookies,Solid
C&R HOME MADE JAM COCONUT COOKIES,,,,,,,,,Cookies,Solid
C&R HOME MADE OATS COOKIES,,,,,,,,,Cookies,Solid
C&R WOTS TIKHA GATHIA,533.333,2230,20,46.6667,6.66667,30,10,1.2,Tikha Gathia,Solid
CACHET CARAMEL AND SEA SALT CHOCOLATE,527,2205,5.6,60,59,29,,,Chocolate,Solid
CACHET COSTA RICA 71 EXTRA DARK CHOCOLATE,543,2247,7.9,33.4,28.2,41,11,,Dark Chocolate,Solid
CACHET DARK 57 PEARALMOND,523,2188,7.3,40,35,35,0,0,Dark Chocolate Bar,Solid
CACHET EXTRA DARK 85 CHOCOLATE,587,2456,10,16,11,50,0,0,Extra Dark Chocolate Bar,Solid
CACHET EXTRA DARK PERU,553,2315,6.8,39,35,39,0,0,Extra Dark Chocolate Bar,Solid
CACHET EXTREMELY 90 COCOA DARK CHOCOLATE BAR,613,2565,9.7,12,7.9,54,0,0,Chocolate Bar,Solid
CACHET ORANGE AND ALMONDS 57% COCOA DARK CHOCOLATE,527,2205,6.8,43,39,34,,,Dark Chocolate,Solid
CACHET SEA SALT 70 COCOA EXTRA DARK CHOCOLATE BAR,,,,,,,,,Dark Chocolate Bar,Solid
CACHET TANZANIA 72 COCOA EXTRA DARK CHOCOLATE BAR,580,2427,7.5,29,25,45,,,Dark Chocolate Bar,Solid
CACHET UGANDA 80 EXTRA DARK CHOCOLATE,589,2438,8.6,20,19,48,,,Dark Chocolate,Solid
CADBURY BOOST,,,,,,,,,,
CADBURY BOURNVILLE CLASSIC DARK CHOCOLATE,524,2195,3.6,59,56.5,29,5.2,0.003,Dark Chocolate,Solid
CADBURY BOURNVILLE MINT,,,,,,,,,,
CADBURY BOURNVILLE ORANGE,,,,,,,,,,
CADBURY CHOCOLATE PS ORIGINAL,1040,2165,5.4,62,52,25,2.7,0.08,Chocolate,Solid
CADBURY CREAMY WHITE WITH SHORTCAKE DREAMY BISCUIT,586,2240,5.8,60.5,55,30,0.5,0.163,Biscuit,Solid
CADBURY CRUNCHIE B DAIRY MILK,,,,,,,,,,
CADBURY CURLY WURLY CHOCOLATE BAR,454,1905,2.1,71,50,18,0.7,,Chocolate Bar,Solid
CADBURY CURLY WURLY SQUIRLIE,,,,,,,,,,
CADBURY DAIM CHOCO BARS,,,,,,,,,,
CADBURY DAIRY MILK ASTROS CHOCOLATE,,,,,,,,,,
CADBURY DAIRY MILK BISCUIT CHOCOLATE BAR,0.51,2140,,60,50.5,26.5,2.4,0.122,Chocolate Bar,Solid
CADBURY DAIRY MILK BUBBLY MILK CHOCOLATE BAR,524,2195,7.7,58,56,29,2.4,0.081,Chocolate Bar,Solid
CADBURY DAIRY MILK BUTTON CHOCO,,,,,,,,,,
CADBURY DAIRY MILK CARAM CHOCOLATE,,,,,,,,,,
CADBURY DAIRY MILK CASHEW AND COCONUT CHOCOLATE,487,2040,7,50,49,28.5,3.4,0.074,Cashew And Coconut Chocolate,Solid
CADBURY DAIRY MILK CHOCOLATE,518,2167.31,7.7,61,46,27,0.4,0.142,Chocolate,Solid
CADBURY DAIRY MILK CHOCOLATE BAR,,,,,,,,,,Solid
CADBURY DAIRY MILK FRUIT AND NUT CHOCOLATE,516,2158,7.3,59.7,54,28.4,,0.074,Fruit And Nut Chocolate,Solid
CADBURY DAIRY MILK FRUIT NUT,,,,,,,,,,
CADBURY DAIRY MILK HAZELNUT,,,,,,,,,,
CADBURY DAIRY MILK MARVELLOUS CREATIONS JELLY POPPING CANDY CHOCOLATE BAR,,,,,,,,,,Solid
CADBURY DAIRY MILK MINI EGG,,,,,,,,,,Solid
CADBURY DAIRY MILK OREO CHOCOLATE BAR,560,2330,6,53.5,48.5,35,0.8,,Chocolate Bar,Solid
CADBURY DAIRY MILK RUM AND RAISIN CHOCOLATE,597,2500,6.7,62,61,22,2.9,0.071,Rum And Raisin Chocolate,Solid
CADBURY DAIRY MILK TOP DECK CHOCOLATE,320,1145,6.9,58,58,29,1.7,0.101,Top Deck Chocolate,Solid
CADBURY DAIRY MILK TOP DECK WITH MINT CHOCOLATE,501,2205,6.9,59,58,7.3,0.4,0.025,Top Deck With Mint Chocolate,Solid
CADBURY DAIRY MILK WHOLE NUT CHOCOLATE BAR,536,2245,8.7,52,51,32,,,Chocolate Bar,Solid
CADBURY DAIRYMILK BLACK FOREST,,,,,,,,,,Solid
CADBURY DAIRYMILK ROAST ALMOND,,,,,,,,,,Solid
CADBURY DIAM MINI EGG BAR,,,,,,,,,,
CADBURY DREAM LUNCH BAR MILK PEANUTS CHOCOLATE BAR,505,2115,6.7,59.5,46,26.5,1.3,0.121,Chocolate Bar,Solid
CADBURY DREAM WHITE CHOCOLATE,217,908,5.6,59.5,59.5,32,0.3,0.128,White Chocolate,Solid
CADBURY DRINKING CHOCOLATE POWDER,402,1697,6.3,76,73,5.6,9.3,0.6,Chocolate Powder,Powder
CADBURY FLAKE MILK CHOCOLATE,521,2179,7.4,60,59,27,2.4,,Milk Chocolate,Solid
CADBURY FREDDO,,,,,,,,,,
CADBURY FREDDO CARAMEL,,,,,,,,,,
CADBURY FRY'S TURKISH DELIGHT,,,,,,,,,,
CADBURY HEROES CHOCOLATE,439,2049,4.5,65,57,23,1.5,,Chocolate,Solid
CADBURY MORO NC CHOLATE BAR,,,,,,,,,,
CADBURY NOUGAT HAZELNUT & CARAMEL,,,,,,,,,,
CADBURY NOUGAT SALTED CARAMEL,,,,,,,,,,
CADBURY P S CARAMILK CHOCOLATE BAR,524,2195,4.7,66,56.5,26,0.7,0.127,Chocolate Bar,Solid
CADBURY SINGLE CREME EGG,1860,442.5,0.25,72.5,66.25,15.25,0.25,,chocolate,solid
CADBURY TWIRL CHOCOLATE BAR,535,2237,7.3,57,56,30,2.5,,Chocolate Bar,Solid
CADBURY WHITE CRSSME EGG SINGLE,,,,,,,,,,
CADBURY WISPA,,,,,,,,,,
CAFFE DEL DUCA ESPRESSO ROASTED COFFEE,2,8.36,,,,,,0.004,Coffee,Solid
CANDY CASTLE CREW NEON YO YO SPINNER FRUIT STAR CANDY,3283.33,13733.3,,808.333,808.333,,,,Star Candy,Solid
CANDY CASTLE CREW ROSE TRIPLE DIPPER CANDY,379,1583,,95,93,,,,Candy,Solid
CANDY CASTLE CREW ROSE UNICORN TWIST N DIP STRAWBERRY LOLLIPOP,,,,,,,,,,
CANDY KE BUTTER PREM TOFFEE,,,,,,,,,,
CANDY KE SPOP MANGO XXL 50PC,,,,,,,,,,
CANDY KENYA AFRICA MINT,334,1397,0.2,16,9.7,1.2,1,0,Candy,Solid
CANDY KENYA BUTTER CANDY MILK SMKT,235,982,,87,3,0.2,,,Food,
CANDY KENYA BUTTER PRM TOFFEE,,,,,,,,,,
CANDY KENYA BUTTER SCOTCH,,,,,,,,,Candy,Solid
CANDY KENYA BUTTER SCOTCH CANDY,393.75,1647.45,0,87.5,81.25,3.125,0,0.39375,Candy,Solid
CANDY KENYA ECLAIRS LOLLIPOP 8 PIECES,452,1900,4.2,71,48,17,0,,Lollipop,Solid
CANDY KENYA ECLAIRS PREMIUM TOFFEE 50PC,235,982,,87,3,0.2,,,Food,
CANDY KENYA FULL FILLING BUTTER POPS XXL CANDY 50 PIECES,530,2217.52,7,58,22,29,,,Candy,Solid
CANDY KENYA MILK TOFFEE 80 PIECES,360,1506.24,2,79,49,4,3.4,0.22,Toffee,Solid
CANDY KENYA MILKEES,,,,,,,,,Candy,Solid
CANDY KENYA MILKS CANDY,535,2238.44,7.65,59.4,51.5,29.66,3.4,0.079,Candy,Solid
CANDY KENYA MILKYOGURT TOFFEE 80 PIECES,105,440,5.7,11.6,10.7,4.3,,,Toffee,Solid
CANDY KENYA MONSTER POPS XXL,,,,,,,,,Lollipops,Solid
CANDY KENYA ORANGE PLUS,,,,,,,,,Candy,Solid
CANDY KENYA SWEETY SWEETY LOLLIPOP 8 PIECES,147,615,0,39,25.16,0.08,0,,Lollipop,Solid
CANDY KENYA TROPICAL FRUIT CANDY,196,828,0,43.9,43.5,2.1,,,Fruit Candy,Solid
CANDY LAND ECLAIRS TOFFEE,458,1921,3.6,68.5,43.3,19.4,,,Eclairs Toffee,Solid
CANDYLAND CHILLI MILLI CANDY,,,,,,,,,Candy,Solid
CANDYLAND G JELLIES SOUR COLA,,,,,,,,,,
CANDYLAND SUPER TWISTER MARSHMALLOW CANDY STICKS,498,2093,4,96.8,51,,,0.0008,Candy Sticks,Solid
CAPILANO MANUKA AUSTRALIAN FLORAL HONEY,338.43,1416,0.3,83.1,82.5,,,0.015,Honey,Paste
CAPILANO PURE AUSTRALIAN HONEY,338.43,1416,0.3,83.1,82.5,,,0.015,Honey,Paste
CAPILANO PURE HONEY,338,1416,0.3,83.1,82.5,0,,0.015,Honey,Paste
CAPILANO PURE YELLOW HONEY SQUEEZE,,,,,,,,,,
CAPTAIN COOK PURE CORN OIL,122,510,,13,,13,,,Pure Corn Oil,Liquid
CAROLINE CHOCOLATE CUPCAKES MIX,55.2743,231.266,0.421941,12.2363,,0.421941,,,Cupcakes Mix,Powder
CAROLINE CHOCOLATE FUDGE CAKE MIX,366.667,1534.13,5.55556,86.6667,51.1111,1.11111,,,Cupcake Mix,Powder
CAROLINE DOUGHNUTS MIX,394,1648.5,7,77,24,6,0,0.56,Doughnuts Mix,Powder
CAROLINE GINGERBREAD COOKIES MIX,356.954,1493.49,6.84327,81.8985,35.9823,,,,Cookies Mix,Powder
CAROLINE GLUTEN FREE PANCAKES & WAFFLES MIX,130,543.92,2,24,4,2,2,0.25,Cassava Flour Pancakes And Waffles Mix,Powder
CAROLINE MOIST CARROT CAKE MIX,205,857.72,3,29,17,8,1,0.3,Cake Mix,Powder
CAROLINE PIZZA CRUST MIX,160,669.44,5,33,2,1,1,0.2,Pizza Crust Mix,Powder
CAROLINE RED VELVET CAKE MIX,200,836.8,2,40,18,5,1,,Cake Mix,Powder
CAROLINE SPICY CAKE MIX,395.349,1654.14,2.32558,79.0698,41.8605,9.30233,1.16279,0.813953,Cake Mix,Powder
CAROLINE VANILLA COOKIES MIX,375,1569,16.6667,50,8.33333,25,12.5,0.395833,Cookies Mix,Powder
CAROLINE VANILLA CUPCAKES MIX,140,585.76,2,34,18,,1,,Cupcakes Mix,Powder
CARREFOUR 10 MIN PRECOOKED WHEAT,,,,,,,,,,
CARREFOUR 64% COCOA DESSERT CHOCOLATE BAR,545,2266,9.1,41,36,36,10,,Chocolate Bar,Paste
CARREFOUR APRICOT CEREAL BAR,371,1566,5.3,72,24,5.8,,,Cereal Bar,Solid
CARREFOUR APRICOT FRUIT JAM,48,200.832,1.4,11,9,0.4,2,0.001,Jam,Jelly
CARREFOUR ARABIATA PASTA SAUCE,46,192,1.2,7,5,1,1.3,,Sauce,Paste
CARREFOUR BAKING YEAST,93,390,50,33,,6,,,Baking Yeast,Powder
CARREFOUR BARBECUE SAUCE,121,513,1.1,27,24,0.7,1.2,,Barbecue Sauce,Paste
CARREFOUR BASIL TOMATO COOKING SAUCE,54,228,0.9,8.6,5.5,1.5,1.4,,Cooking Sauce,Paste
CARREFOUR BEEF CHILI CON CARNE READY MEAL,114,476,6.9,12,1.6,3.3,4.1,,Con Carne Ready Meal,Solid
CARREFOUR BIO APRICOT FRUIT JAM,246,1048,0.6,58,58,0.2,1.1,0.00104,Jam,Jelly
CARREFOUR BIO COCONUT CRISPS,,,,,,,,,,
CARREFOUR BIO DARK ALMOND,550,2289,8.1,43,40,36,11,,,
CARREFOUR BIO DARK ORANGE,551,2293,7.1,44,41,36,12,0.008,,
CARREFOUR BIO MILK HAZELNUT CHOCOLATE BAR,565,2351,8.1,41,39,40,4.5,,Chocolate Bar,Solid
CARREFOUR BIO ORGANIC 74 COCOA DARK CHOCOLATE BAR,567,2353,9.6,32,27,42,12,,Chocolate Bar,Solid
CARREFOUR BIO PERU 85%,631,2610,9.1,20,15,55,12,,,
CARREFOUR BISCUITS DUO GLACIER,,,,,,,,,,
CARREFOUR BISCUITS FILLED WITH CHOCOLATE+,,,,,,,,,,
CARREFOUR CHEESE POTATO CHIPS,525,2196.6,9.1,56,2.9,30,4.4,0.287,Potato Chips,Solid
CARREFOUR CHOCOTIZ LENT CHOCO,,,,,,,,,,
CARREFOUR CLASSIC VANILLA SUGAR,,,,,,,,,,
CARREFOUR COFFEE CAPSULE DECAFF,,,,,,,,,,
CARREFOUR CORNEEZ CHILLI CRISPY CORN SNACKS,520,2175.68,3.5,64,4,28,3.6,1.029,Corn Snacks,Solid
CARREFOUR COUSCOUS THIN SEMOULINA,350,1482,12,70,3,1.5,4,0.004,Semolina,Solid
CARREFOUR DARK CHOCOLATE BUTTER BISCUITS,511,2142,6.9,67,36,23,4.3,,Biscuits,Solid
CARREFOUR DESSERT MILK CHOCOLATE BAR,554,2308,6.7,53,52,35,2,,Chocolate Bar,Solid
CARREFOUR EXOTIQUE SALSA SAUCE,,,,,,,,,,
CARREFOUR EXTRA FINE TABLET TASTING MILK CHOCOLATE BAR,570,2374,9.1,49,48,37,2.1,,Chocolate Bar,Solid
CARREFOUR GALETTE COCONUT BISCUITS,479,2011,5.5,69,30,20,2.3,,Biscuit,Solid
CARREFOUR GREEN LENTILS,,,,,,,,,,
CARREFOUR HANDCOOKED CHEESE POTATO CHIPS,213,891.192,3.5,21,1.2,13,1.9,0.1,Potato Chips,Solid
CARREFOUR HANDCOOKED CHILI POTATO CHIPS,214,895.376,3.7,21,1.9,13,1.7,0.234,Potato Chips,Solid
CARREFOUR HANDCOOKED SEA SALT AND CIDER VINEGAR POTATO CHIPS,208,870.272,3.8,21,1.7,12,1.7,0.228,Potato Chips,Solid
CARREFOUR HARD TOFFEE CANDY,,,,,,,,,,
CARREFOUR IODIZED FINE TABLE SALT RED,0,0,0,0,0,0,0,0.0387,Salt,Powder
CARREFOUR JAM PEACH,,,,,,,,,,
CARREFOUR JAM RHUBARB,238,995.792,0.3,59,59,,1.4,,Rhubarb Jam,Paste
CARREFOUR KIDS BISCUITS FILLED WITH VANILLA+,,,,,,,,,,
CARREFOUR M GREEN GRAMS POLISHED,,,,,,,,,,
CARREFOUR M GREEN LENTIS,,,,,,,,,,
CARREFOUR M POPCORN KERNELS,,,,,,,,,,
CARREFOUR M VEGETABLE OIL,884,,0,0,,97,,15.5,,Liquid
CARREFOUR MARSHMALLOWS,332,1412,3.6,79,71,0.5,0,,Marshmallows,Solid
CARREFOUR MILK CHOCO ROCHER,592,,8.2,43.8,,42.7,2.63,,,
CARREFOUR MILK CHOCOLATE BUTTER BISCUITS,506,2123,6.8,69,40,22,2.6,,Biscuits,Solid
CARREFOUR MINERAL WATER,0,0,,,,,,0.01462,Mineral Water,Liquid
CARREFOUR MINERAL WATER 1 LITRE,,,,,,,,,,
CARREFOUR MLOGO PASTA FUSILI,364,1522.9,7,72,,1,3,0,Pasta,Solid
CARREFOUR MLOGO PASTA SPAGHETTI,363,1518.7,12,74,3,1,2,0,Pasta,Solid
CARREFOUR MUSHROOM FOREST TOMATO COOKING SAUCE,71,296,2.1,5.7,4.5,3.6,3.8,0.43,Cooking Sauce,Paste
CARREFOUR NACHO CHEESE TORTILLA CHIPS,481,2012.5,6,70,48,20,47,1.05,Tortilla Chips,Solid
CARREFOUR NATURAL LIGHT VINAIGRETTE SALAD DRESSING,239,982,,2.5,2.5,50,,0.001,Salad Dressing,Liquid
CARREFOUR NYAYO BEANS,,,,,,,,,,
CARREFOUR ORANGE MARMALADE JAM,245,1025.08,0.3,65,60,0.3,0.7,0.037,Jam,Jelly
CARREFOUR PASTA CONCHIGLE RIGATE,339,1418.3,4,78,61,0,0,0,Pasta,Solid
CARREFOUR PASTA DITALI RIGATI,349,1460.2,0,0,0,1,0,0,Pasta,Solid
CARREFOUR PASTA FARFALLE,344,1439.3,12,68,3,2,3,0,Pasta,Solid
CARREFOUR PASTA RISETTI,365,1527.16,13,72,3,2,3,0.005,Pasta,Solid
CARREFOUR PASTA TRIPOLINI,357,1493.6,12,75,1,0,3,0.002,Pasta,Solid
CARREFOUR PASTA VERMICELLI,354,1481.1,13,72,0,1,2,0,Pasta,Solid
CARREFOUR PASTRY FLAN CREAM MIX,387,1643,0.7,94,55,0.8,,,Flan Cream Mix,Powder
CARREFOUR PEACH ACID SWEETS JELLY,53.2,222.5,5.4,14,0.1,0,0.2,0.006,Jelly,Jelly
CARREFOUR PETIT BEURRE BISCUIT,,,,,,,,,,
CARREFOUR POP & CROC POCKET CHOCOLATE,,,,,,,,,,
CARREFOUR POTATO CHIPS HAND COOKED ONION,,,,,,,,,,
CARREFOUR POTATO CRISPS SALTED,,,,,,,,,,
CARREFOUR RASPBERRY JAM,,,,,,,,,,
CARREFOUR READY MEAL BEEF RAVIOLI,87,364.008,4.2,,,,1.8,,Ravioli,Solid
CARREFOUR READY MEAL BOURGUIGNON BEEF,,,,,,,,,,
CARREFOUR READY MEAL CASSOULET,,,,,,,,,,
CARREFOUR RED VINEGAR,89,362,0.01,1.2,1.2,,,5.00E-05,Vinegar,Liquid
CARREFOUR REDCURRANT JELLY,,,,,,,,,,
CARREFOUR ROCHER NOIR,557,2321,,,,36,,,,
CARREFOUR RUSSIAN CIGARETTE BISCUIT,,,,,,,,,,
CARREFOUR SALT AND VINEGAR POTATO CHIPS,532,2225.89,9.1,53,0.5,32,4.2,0.351,Potato Chips,Solid
CARREFOUR SALTED POTATO CHIPS,536,2242.62,8.4,55,0.5,32,4.7,0.394,Potato Chips,Solid
CARREFOUR SELECTION 72 COCOA BEANS DARK CHOCOLATE BAR,539,2241,9,41,36,35,11,,Chocolate Bar,Solid
CARREFOUR SELECTION BBQ SAUCE,,,,,,,,,,
CARREFOUR SELECTION DARK ORANGE CHOCOLATE BAR,538,2239,6.5,43,37,35,8.2,,Chocolate Bar,Solid
CARREFOUR SELECTION MANGO SICHUAN PEPPER DARK CHOCOLATE BAR,520,2169,6,54,47,29,7.2,,Chocolate Bar,Solid
CARREFOUR SELECTION PEAR DARK CHOCOLATE BAR,540,2247,6.9,43,40,37,8.3,,Chocolate Bar,Solid
CARREFOUR SELECTION SALTED CARAMEL,,,,,,,,,,
CARREFOUR SELECTION SWEET CHILI SAUCE,,,,,,,,,,
CARREFOUR SOUR CHERRY JAM,283,1185,0.8,70,50.7,0.1,,,Food,Solid
CARREFOUR SOURCHERRY JAM SUGAR FREE,,,,,,,,,,
CARREFOUR SPICY NACHO TORTILLA CHIPS,489,2045.98,5.8,70,28,21,4.5,0.842,Tortilla Chips,Solid
CARREFOUR STICK AND CHOCOLATE WHITE CHOCOLATE FINGER BISCUITS,525,2195,6.6,61,38,28,1.2,,Biscuits,Solid
CARREFOUR STRAWBERRY JAM,283,1185,2.5,68,53,0.1,,,Food,Solid
CARREFOUR STRAWBERRY JAM SUGAR FREE,,,,,,,,,,
CARREFOUR SUGAR-FREE FRUIT CANDY,,,,,,,,,,
CARREFOUR TOMATO KETCHUP POTATO CHIPS,545,2280.28,8.7,51,2.7,34,3.9,0.396,Potato Chips,Solid
CARREFOUR TOMATO OLIVE COOKING SAUCE,59,249,1.6,7.4,5.7,2.1,,,Cooking Sauce,Paste
CARREFOUR TOMATO PASTE,92,384.928,4.4,18,13,,3.9,0.82,Tomato Paste,Paste
CARREFOUR TOMATO PUREE,34,145,1,5,5,0,,,Tomato Puree,Paste
CARREFOUR TUTTI FRUTTI SOUR CANDY,,,,,,,,,,
CARREFOUR WHITE FLAKES OATS,385,1610,12.4,66,,8.13,4,,Oats,Solid
