source_dataset,source_row_ids,merged_duplicate_count,product_name,normalized_name,package_size,portion_type,portion_basis,energy_kcal,energy_kj,protein_g,carbohydrates_g,total_sugar_g,total_fat_g,saturated_fat_g,trans_fat_g,fibre_g,sodium_g,salt_g,calcium_mg,sub_type,form,category,flavour,additives,data_quality_flags
food_with_all_nutrients,307,1,"Butter (cow milk), salted (~80% fat)",BUTTER COW MILK SALTED 80 FAT,,Food composition table per 100g edible portion,PER_100G,739,3040,1.1,0.6,,81.3,0,0,0,0.776,1.94,17,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,180,1,"Cabbage, leaf head, Chinese, boiled, drained (without salt)",CABBAGE LEAF HEAD CHINESE BOILED DRAINED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,10,41,0.9,0.4,,0.3,0,0,1.1,0.012,0.03,35,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,179,1,"Cabbage, leaf head, Chinese, raw",CABBAGE LEAF HEAD CHINESE RAW,,Food composition table per 100g edible portion,PER_100G,10,40,0.9,0.4,,0.3,0,0,1.1,0.016,0.04,36,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,181,1,"Cabbage, leaf head, Chinese, steamed (without salt)",CABBAGE LEAF HEAD CHINESE STEAMED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,10,41,0.9,0.4,,0.3,0,0,1.1,0.014,0.035,35,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,183,1,"Cabbage, leaf head, red, boiled, drained (without salt)",CABBAGE LEAF HEAD RED BOILED DRAINED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,27,113,1.3,3.2,,0.2,0,0,3.5,0.012,0.03,44,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,182,1,"Cabbage, leaf head, red raw",CABBAGE LEAF HEAD RED RAW,,Food composition table per 100g edible portion,PER_100G,26,110,1.3,3.1,,0.2,0,0,3.4,0.016,0.04,45,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,184,1,"Cabbage, leaf head, red, stewed (without salt)",CABBAGE LEAF HEAD RED STEWED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,24,102,1.2,2.9,,0.2,0,0,3.1,0.015,0.0375,42,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,186,1,"Cabbage, leaf head, white, boiled, drained (without salt)",CABBAGE LEAF HEAD WHITE BOILED DRAINED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,19,78,1.1,2.2,,0.1,0,0,2.3,0.029,0.0725,45,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,185,1,"Cabbage, leaf head, white, raw",CABBAGE LEAF HEAD WHITE RAW,,Food composition table per 100g edible portion,PER_100G,18,76,1.1,2.2,,0.1,0,0,2.2,0.037,0.0925,47,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,187,1,"Cabbage, leaf head, white, stewed (without salt)",CABBAGE LEAF HEAD WHITE STEWED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,20,82,1.2,2.4,,0.1,0,0,2.4,0.04,0.1,50,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,14,1,"Cake, Fruit",CAKE FRUIT,,Food composition table per 100g edible portion,PER_100G,368,1550,4,58.8,,12.3,0,0,3.1,0.17,0.425,75,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,13,1,"Cake or cupcake, plain butter cake, commercial",CAKE OR CUPCAKE PLAIN BUTTER CAKE COMMERCIAL,,Food composition table per 100g edible portion,PER_100G,363,1530,7.1,48.8,,15.3,0,0,1.1,0.48,1.2,63,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,15,1,"Cake, Sponge, homemade",CAKE SPONGE HOMEMADE,,Food composition table per 100g edible portion,PER_100G,465,1940,6.5,49.1,,26.7,0,0,1.1,0.35,0.875,140,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,16,1,"Cake, Sponge, without fat",CAKE SPONGE WITHOUT FAT,,Food composition table per 100g edible portion,PER_100G,304,1280,10,51.2,,6.3,0,0,1.2,0.08,0.2,70,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,17,1,Cakes (Various Fancy Iced),CAKES VARIOUS FANCY ICED,,Food composition table per 100g edible portion,PER_100G,412,1730,13,51.5,,16.8,0,0,1.1,0.25,0.625,45,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,351,1,"Camel blood, raw",CAMEL BLOOD RAW,,Food composition table per 100g edible portion,PER_100G,42,348,15.8,2.7,,0.9,0,0,0,0.313,0.7825,8,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,352,1,Camel Meat,CAMEL MEAT,,Food composition table per 100g edible portion,PER_100G,197,826,18.6,10.8,,8.9,0,0,0,0.049,0.1225,4,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,564,1,Camel Meat (Nyirinyiri),CAMEL MEAT NYIRINYIRI,,Food composition table per 100g edible portion,PER_100G,521,2170,34.6,20,,33.6,0,0,0,0.346,0.865,7,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,191,1,"Capsicum (sweet peper), green, baked (without salt)",CAPSICUM SWEET PEPER GREEN BAKED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,23,98,1.6,3,,0.1,0,0,2.1,0.002,0.005,8,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,189,1,"Capsicum (sweet peper), green, boiled, drained (without salt)",CAPSICUM SWEET PEPER GREEN BOILED DRAINED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,26,109,1.7,3.3,,0.1,0,0,2.3,0.002,0.005,9,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,190,1,"Capsicum (sweet peper), green, grilled (without salt and fat)",CAPSICUM SWEET PEPER GREEN GRILLED WITHOUT SALT AND FAT,,Food composition table per 100g edible portion,PER_100G,24,102,1.6,3.1,,0.1,0,0,2.2,0.002,0.005,9,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,188,1,"Capsicum (sweet peper), green, raw",CAPSICUM SWEET PEPER GREEN RAW,,Food composition table per 100g edible portion,PER_100G,23,95,1.5,2.9,,0.1,0,0,2,0.002,0.005,8,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,195,1,"Capsicum (sweet peper), red, baked (without salt)",CAPSICUM SWEET PEPER RED BAKED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,27,115,1.8,3.6,,0.2,0,0,1.9,0.002,0.005,4,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,193,1,"Capsicum (sweet peper), red, boiled, drained (without salt)",CAPSICUM SWEET PEPER RED BOILED DRAINED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,30,127,2,4,,0.2,0,0,2.1,0.002,0.005,4,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,194,1,"Capsicum (sweet peper), red, grilled (without salt and fat)",CAPSICUM SWEET PEPER RED GRILLED WITHOUT SALT AND FAT,,Food composition table per 100g edible portion,PER_100G,28,118,1.8,3.8,,0.2,0,0,1.9,0.002,0.005,4,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,192,1,"Capsicum (sweet peper), red, raw",CAPSICUM SWEET PEPER RED RAW,,Food composition table per 100g edible portion,PER_100G,26,110,1.7,3.5,,0.2,0,0,1.8,0.002,0.005,4,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,199,1,"Capsicum (sweet peper), yellow, baked (without salt)",CAPSICUM SWEET PEPER YELLOW BAKED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,22,90,1.4,2.4,,0.2,0,0,2.3,0.002,0.005,20,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,197,1,"Capsicum (sweet peper), yellow, boiled, drained (without salt)",CAPSICUM SWEET PEPER YELLOW BOILED DRAINED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,24,99,1.6,2.6,,0.2,0,0,2.5,0.001,0.0025,21,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,198,1,"Capsicum (sweet peper), yellow, grilled (without salt and fat)",CAPSICUM SWEET PEPER YELLOW GRILLED WITHOUT SALT AND FAT,,Food composition table per 100g edible portion,PER_100G,22,93,1.5,2.4,,0.2,0,0,2.4,0.002,0.005,21,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,196,1,"Capsicum (sweet peper), yellow, raw",CAPSICUM SWEET PEPER YELLOW RAW,,Food composition table per 100g edible portion,PER_100G,21,86,1.4,2.3,,0.2,0,0,2.2,0.002,0.005,19,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,483,1,"Cardamom, seeds, ground",CARDAMOM SEEDS GROUND,,Food composition table per 100g edible portion,PER_100G,322,1350,8.5,42.4,,6.7,0,0,28,0.018,0.045,383,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,201,1,"Carrot, peeled, boiled, drained (without salt)",CARROT PEELED BOILED DRAINED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,32,132,0.8,4.8,,0.3,0,0,3.4,0.021,0.0525,34,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,200,1,"Carrot, peeled, raw",CARROT PEELED RAW,,Food composition table per 100g edible portion,PER_100G,30,124,0.7,4.5,,0.2,0,0,3.2,0.035,0.0875,33,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,202,1,"Carrot, peeled, stewed (without salt)",CARROT PEELED STEWED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,31,129,0.8,4.7,,0.2,0,0,3.4,0.037,0.0925,35,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,525,1,Cassava and Red Sorghum Ugali,CASSAVA AND RED SORGHUM UGALI,,Food composition table per 100g edible portion,PER_100G,116,489,2.1,23.4,,0.8,0,0,3.4,0.009,0.0225,24,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,529,1,"Cassava, Millet & Sorghum Porridge",CASSAVA MILLET SORGHUM PORRIDGE,,Food composition table per 100g edible portion,PER_100G,46,194,0.5,10.2,,0.1,0,0,1,0.006,0.015,18,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,530,1,Cassava Porridge (Uji wa Muhogo),CASSAVA PORRIDGE UJI WA MUHOGO,,Food composition table per 100g edible portion,PER_100G,28,121,0.1,6.8,,0,0,0,0.3,0.005,0.0125,12,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,76,1,"Cassava, root, white, peeled, boiled, drained (without salt)",CASSAVA ROOT WHITE PEELED BOILED DRAINED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,148,627,1.1,33.4,,0.2,0,0,3.9,0.001,0.0025,27,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,75,1,"Cassava, root, white, peeled, raw",CASSAVA ROOT WHITE PEELED RAW,,Food composition table per 100g edible portion,PER_100G,173,733,1.3,39.1,,0.3,0,0,4.6,0.002,0.005,33,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,78,1,"Cassava, root, yellow, peeled, boiled, drained (without salt)",CASSAVA ROOT YELLOW PEELED BOILED DRAINED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,107,454,1.4,23.1,,0.2,0,0,4,0.001,0.0025,15,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,77,1,"Cassava, root, yellow, peeled, raw",CASSAVA ROOT YELLOW PEELED RAW,,Food composition table per 100g edible portion,PER_100G,126,531,1.6,27,,0.2,0,0,4.7,0.002,0.005,18,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,528,1,Cassava Ugali,CASSAVA UGALI,,Food composition table per 100g edible portion,PER_100G,186,788,1.1,43.7,,0.3,0,0,2.2,0.02,0.05,79,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,204,1,"Cauliflower, tops and stems, boiled, drained (without salt)",CAULIFLOWER TOPS AND STEMS BOILED DRAINED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,19,79,2,0.9,,0.2,0,0,2.8,0.023,0.0575,16,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,203,1,"Cauliflower, tops and stems, raw",CAULIFLOWER TOPS AND STEMS RAW,,Food composition table per 100g edible portion,PER_100G,19,79,2,0.9,,0.2,0,0,2.8,0.03,0.075,17,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,206,1,"Celery, stalk, boiled, drained (without salt)",CELERY STALK BOILED DRAINED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,30,127,0.7,5.8,,0.1,0,0,1.6,0.023,0.0575,74,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,205,1,"Celery, stalk, raw",CELERY STALK RAW,,Food composition table per 100g edible portion,PER_100G,27,114,0.6,5.3,,0.1,0,0,1.4,0.028,0.07,70,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,649,1,Chaas (Diluted Yoghurt),CHAAS DILUTED YOGHURT,,Food composition table per 100g edible portion,PER_100G,60,252,2,8,,2.2,0,0,0,0.262,0.655,106,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,598,1,Chai ya Maziwa (Mixed Tea),CHAI YA MAZIWA MIXED TEA,,Food composition table per 100g edible portion,PER_100G,36,153,1.1,5.4,,1.2,0,0,0,0.015,0.0375,42,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,308,1,"Cheese, cheddar, regular fat",CHEESE CHEDDAR REGULAR FAT,,Food composition table per 100g edible portion,PER_100G,401,1660,26,0.4,,32.8,0,0,0,0.6,1.5,800,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,309,1,"Cheese, cottage (cow milk), plain, skimmed",CHEESE COTTAGE COW MILK PLAIN SKIMMED,,Food composition table per 100g edible portion,PER_100G,91,382,13.3,3.8,,2.5,0,0,0,0.45,1.125,60,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,310,1,"Cheese, cottage (cow milk), plain, whole",CHEESE COTTAGE COW MILK PLAIN WHOLE,,Food composition table per 100g edible portion,PER_100G,121,508,15.4,2.1,,5.7,0,0,0,0.277,0.6925,89,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,311,1,"Cheese, cottage, Milk, Cow, Sour",CHEESE COTTAGE MILK COW SOUR,,Food composition table per 100g edible portion,PER_100G,122,515,13.7,7.2,,4.3,0,0,0,0.364,0.91,112,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,655,1,Chick Peas Curry,CHICK PEAS CURRY,,Food composition table per 100g edible portion,PER_100G,126,524,6,10.3,,5.1,0,0,7.3,0.426,1.065,77,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,123,1,"Chick peas, whole, dry, raw",CHICK PEAS WHOLE DRY RAW,,Food composition table per 100g edible portion,PER_100G,323,1350,22.3,34.3,,5.1,0,0,25.2,0.025,0.0625,235,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,124,1,"Chick peas, whole, dry, unsoaked, boiled, drained (without salt)",CHICK PEAS WHOLE DRY UNSOAKED BOILED DRAINED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,143,601,9.9,15.3,,2.3,0,0,11.2,0.01,0.025,90,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,126,1,"Chick peas, whole, dry, water-soaked, boiled in different water, drained (without salt)",CHICK PEAS WHOLE DRY WATER SOAKED BOILED IN DIFFERENT WATER DRAINED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,143,601,9.9,15.3,,2.3,0,0,11.2,0.01,0.025,90,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,127,1,"Chick peas, whole, dry, water-soaked, boiled in different water (without salt, water not discarded)",CHICK PEAS WHOLE DRY WATER SOAKED BOILED IN DIFFERENT WATER WITHOUT SALT WATER NOT DISCARDED,,Food composition table per 100g edible portion,PER_100G,102,430,7.1,10.9,,1.6,0,0,8,0.01,0.025,76,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,125,1,"Chick peas, whole, unsoaked, boiled (without salt, water not discarded)",CHICK PEAS WHOLE UNSOAKED BOILED WITHOUT SALT WATER NOT DISCARDED,,Food composition table per 100g edible portion,PER_100G,102,430,7.1,10.9,,1.6,0,0,8,0.01,0.025,76,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,355,1,"Chicken, unespecified part, w/o bone, meat&skin, raw",CHICKEN UNESPECIFIED PART W O BONE MEAT SKIN RAW,,Food composition table per 100g edible portion,PER_100G,207,864,18.7,3.8,,13,3.71,0.05,0,0.068,0.17,13,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,356,1,"Chicken, unspecified part, w/o bone, meat&skin, boiled (without salt)",CHICKEN UNSPECIFIED PART W O BONE MEAT SKIN BOILED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,226,942,23.7,0,,14.6,0,0,0,0.034,0.085,14,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,357,1,"Chicken, unspecified part, w/o bone, meat&skin, grilled (without salt and fat)",CHICKEN UNSPECIFIED PART W O BONE MEAT SKIN GRILLED WITHOUT SALT AND FAT,,Food composition table per 100g edible portion,PER_100G,228,951,24,0,,14.7,0,0,0,0.07,0.175,15,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,485,1,"Chilli, dried",CHILLI DRIED,,Food composition table per 100g edible portion,PER_100G,309,1280,13.9,25.5,,9.9,0,0,31.2,0.019,0.0475,142,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,484,1,"Chilli, fresh, raw",CHILLI FRESH RAW,,Food composition table per 100g edible portion,PER_100G,45,188,1.2,6.9,,0.4,0,0,4.8,0.003,0.0075,15,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,486,1,"Cinnamon, dried, ground",CINNAMON DRIED GROUND,,Food composition table per 100g edible portion,PER_100G,244,1010,2.8,26.3,,2.6,0,0,52.3,0.017,0.0425,1183,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,487,1,"Cloves, dry, raw",CLOVES DRY RAW,,Food composition table per 100g edible portion,PER_100G,251,1040,6,16,,10.4,0,0,34.5,0.183,0.4575,536,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,452,1,"Coconut, fresh, mature fruit, flesh",COCONUT FRESH MATURE FRUIT FLESH,,Food composition table per 100g edible portion,PER_100G,423,1740,4.4,8.5,,39,0,0,10.1,0.029,0.0725,18,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,471,1,"Coconut, fresh, water",COCONUT FRESH WATER,,Food composition table per 100g edible portion,PER_100G,23,98,0.8,4.8,,0.1,0,0,0,0.005,0.0125,24,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,453,1,"Coconut, fresh, young or immature, flesh",COCONUT FRESH YOUNG OR IMMATURE FLESH,,Food composition table per 100g edible portion,PER_100G,176,736,2,17.3,,10.8,0,0,1,0.012,0.03,34.7,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,454,1,"Coconut meat, dried (desiccated)",COCONUT MEAT DRIED DESICCATED,,Food composition table per 100g edible portion,PER_100G,663,2730,6.7,7.6,,63.7,0,0,16.1,0.0365,0.09125,25.7,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,488,1,"Coconut, Milk",COCONUT MILK,,Food composition table per 100g edible portion,PER_100G,140,579,1,1.8,,14.3,0,0,0.3,0.019,0.0475,5,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,399,1,"Cod, fillet, boiled in recipe (without salt and fat)",COD FILLET BOILED IN RECIPE WITHOUT SALT AND FAT,,Food composition table per 100g edible portion,PER_100G,90,380,20.7,0,,0.7,0,0,0,0.097,0.2425,18,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,398,1,"Cod, fillet, grilled (without salt and fat)",COD FILLET GRILLED WITHOUT SALT AND FAT,,Food composition table per 100g edible portion,PER_100G,98,415,22.7,0,,0.8,0,0,0,0.09,0.225,20,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,396,1,"Cod, fillet, raw",COD FILLET RAW,,Food composition table per 100g edible portion,PER_100G,73,311,17,0,,0.6,0,0,0,0.079,0.1975,15,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,397,1,"Cod, fillet, steamed (without salt)",COD FILLET STEAMED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,90,380,20.7,0,,0.7,0,0,0,0.082,0.205,18,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,472,1,"Coffee, instant, dry powder or granules",COFFEE INSTANT DRY POWDER OR GRANULES,,Food composition table per 100g edible portion,PER_100G,311,1310,16.1,50.4,,1,0,0,20,0.083,0.2075,145,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,489,1,"Coriander Leaves, fresh, raw",CORIANDER LEAVES FRESH RAW,,Food composition table per 100g edible portion,PER_100G,57,241,3.3,7.7,,0.7,0,0,3.5,0.04,0.1,115,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,490,1,"Coriander seed, dried, ground",CORIANDER SEED DRIED GROUND,,Food composition table per 100g edible portion,PER_100G,347,1430,13.4,10.1,,18.8,0,0,41.7,0.027,0.0675,613,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,439,1,Corn oil,CORN OIL,,Food composition table per 100g edible portion,PER_100G,900,3700,0,0.1,,99.9,15.1,4.02,0,0,0,0,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,18,1,"Cornflour, from maize starch",CORNFLOUR FROM MAIZE STARCH,,Food composition table per 100g edible portion,PER_100G,355,1510,0.5,87.1,,0.4,0,0,0.6,0.01,0.025,12,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,208,1,"Courgette, green, unpeeled, boiled, drained (without salt)",COURGETTE GREEN UNPEELED BOILED DRAINED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,21,86,1,2.8,,0.3,0,0,1.2,0.001,0.0025,19,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,207,1,"Courgette, green, unpeeled, raw",COURGETTE GREEN UNPEELED RAW,,Food composition table per 100g edible portion,PER_100G,19,78,0.9,2.5,,0.3,0,0,1.1,0.001,0.0025,18,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,353,1,"Cow's blood, raw",COW S BLOOD RAW,,Food composition table per 100g edible portion,PER_100G,95,403,13.8,8,,0.9,0,0,0,0.469,1.1725,14,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,210,1,"Cowpea, leaves, picked, boiled, drained (without salt)",COWPEA LEAVES PICKED BOILED DRAINED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,28,117,3.2,0.6,,0.4,0,0,4.7,0.022,0.055,170,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,209,1,"Cowpea, leaves, picked, raw",COWPEA LEAVES PICKED RAW,,Food composition table per 100g edible portion,PER_100G,30,123,3.4,0.7,,0.4,0,0,4.9,0.031,0.0775,188,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,211,1,"Cowpea, leaves, picked, steamed (without salt)",COWPEA LEAVES PICKED STEAMED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,26,107,2.9,0.6,,0.4,0,0,4.3,0.023,0.0575,155,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,128,1,"Cowpeas, dry, raw",COWPEAS DRY RAW,,Food composition table per 100g edible portion,PER_100G,313,1320,25.3,43.3,,1.1,0,0,14.3,0.022,0.055,112,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,129,1,"Cowpeas, dry, unsoaked, boiled, drained (without salt)",COWPEAS DRY UNSOAKED BOILED DRAINED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,117,495,9.5,16.2,,0.4,0,0,5.4,0.008,0.02,37,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,131,1,"Cowpeas, dry, water-soaked, boiled in different water, drained (without salt)",COWPEAS DRY WATER SOAKED BOILED IN DIFFERENT WATER DRAINED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,117,495,9.5,16.2,,0.4,0,0,5.4,0.008,0.02,37,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,132,1,"Cowpeas, dry, water-soaked, boiled in different water (without salt, water not discarded)",COWPEAS DRY WATER SOAKED BOILED IN DIFFERENT WATER WITHOUT SALT WATER NOT DISCARDED,,Food composition table per 100g edible portion,PER_100G,71,299,5.7,9.8,,0.3,0,0,3.2,0.007,0.0175,27,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,134,1,"Cowpeas, fresh, boiled, drained (without salt)",COWPEAS FRESH BOILED DRAINED WITHOUT SALT,,Food composition table per 100g edible portion,PER_100G,132,554,4.8,22.6,,0.6,0,0,8.4,0.005,0.0125,200,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,133,1,"Cowpeas, fresh, raw",COWPEAS FRESH RAW,,Food composition table per 100g edible portion,PER_100G,125,526,4.6,21.5,,0.6,0,0,8,0.006,0.015,200,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,130,1,"Cowpeas, unsoaked, boiled (without salt, water not discarded)",COWPEAS UNSOAKED BOILED WITHOUT SALT WATER NOT DISCARDED,,Food composition table per 100g edible portion,PER_100G,71,299,5.7,9.8,,0.3,0,0,3.2,0.007,0.0175,27,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
food_with_all_nutrients,312,1,"Cream, pure, 35% fat",CREAM PURE 35 FAT,,Food composition table per 100g edible portion,PER_100G,229,943,2.4,1.7,,23.6,0,0,0,0.04,0.1,39,,,Kenya food composition,,,food_composition_not_packaged_label|missing_sugar
